  QueueTimes | ServiceTimes | SojournTimes

       0.338 |        1.282 |        1.620
       0.308 |        1.901 |        2.209
       0.238 |        0.676 |        0.915
       0.350 |        0.627 |        0.977
       0.225 |        0.641 |        0.866
       0.399 |        0.760 |        1.158
       0.286 |        1.330 |        1.616
       0.240 |        0.428 |        0.668
       0.214 |        0.675 |        0.889
       0.287 |        0.720 |        1.006
       0.222 |        0.564 |        0.786
       0.315 |        0.469 |        0.784
       0.301 |        0.365 |        0.666
       0.270 |        0.939 |        1.209
       0.225 |        1.865 |        2.090
       0.272 |        1.290 |        1.562
       1.424 |        0.766 |        2.190
       0.247 |        1.151 |        1.398
       0.206 |        1.991 |        2.197
       1.791 |        0.580 |        2.371
       0.293 |        1.833 |        2.126
       0.186 |        0.877 |        1.063
       0.211 |        0.429 |        0.640
       0.214 |        1.116 |        1.330
       0.293 |        0.830 |        1.123
       0.234 |        1.056 |        1.290
       0.288 |        0.865 |        1.153
       0.261 |        1.618 |        1.879
       0.548 |        2.189 |        2.737
       0.246 |        0.687 |        0.932
       0.259 |        0.698 |        0.957
       0.223 |        0.491 |        0.714
       0.404 |        0.639 |        1.043
       0.272 |        0.992 |        1.264
       0.278 |        0.515 |        0.794
       0.220 |        0.625 |        0.845
       0.322 |        0.503 |        0.826
       0.306 |        0.532 |        0.839
       0.218 |        0.530 |        0.749
       0.320 |        0.819 |        1.140
       0.216 |        0.471 |        0.687
       0.257 |        0.658 |        0.915
       0.232 |        3.046 |        3.278
       0.288 |        0.815 |        1.103
       0.577 |        0.775 |        1.352
       0.250 |        1.428 |        1.679
       0.258 |        0.865 |        1.123
       0.195 |        1.657 |        1.852
       0.299 |        1.203 |        1.502
       0.316 |        0.522 |        0.837
       0.242 |        0.661 |        0.902
       0.212 |        0.482 |        0.694
       0.248 |        2.220 |        2.468
       0.324 |        2.700 |        3.025
       0.267 |        0.504 |        0.771
       0.266 |        0.522 |        0.787
       0.202 |        0.803 |        1.005
       0.366 |        0.757 |        1.124
       0.195 |        0.828 |        1.023
       0.256 |        1.943 |        2.199
       0.226 |        0.514 |        0.740
       0.314 |        0.821 |        1.135
       0.366 |        3.028 |        3.395
       0.221 |        0.681 |        0.902
       0.236 |        0.275 |        0.511
       0.362 |        3.260 |        3.622
       0.275 |        0.698 |        0.972
       0.252 |        1.072 |        1.324
       0.251 |        0.589 |        0.840
       0.240 |        0.741 |        0.981
       0.248 |        0.930 |        1.178
       0.210 |        0.751 |        0.962
       0.265 |        0.585 |        0.850
       0.249 |        2.730 |        2.978
       0.243 |        1.126 |        1.368
       0.266 |        0.513 |        0.779
       0.217 |        0.553 |        0.769
       0.365 |        1.555 |        1.921
       0.287 |        1.489 |        1.776
       0.656 |        0.678 |        1.335
       0.268 |        1.864 |        2.132
       0.269 |        0.485 |        0.754
       0.304 |        2.092 |        2.396
       1.283 |        0.630 |        1.913
       0.283 |        1.585 |        1.868
       0.258 |        0.943 |        1.201
       0.398 |        1.142 |        1.539
       0.248 |        0.652 |        0.900
       0.266 |        1.419 |        1.685
       0.261 |        0.743 |        1.004
       0.266 |        0.898 |        1.164
       0.225 |        0.665 |        0.890
       0.293 |        1.672 |        1.965
       0.258 |        0.487 |        0.745
       0.221 |        2.344 |        2.566
       0.258 |        1.979 |        2.237
       0.258 |        0.472 |        0.730
       0.249 |        0.499 |        0.749
       0.282 |        0.526 |        0.809
       0.269 |        0.561 |        0.830
       0.266 |        0.539 |        0.805
       0.248 |        1.344 |        1.592
       0.234 |        0.460 |        0.695
       0.562 |        0.466 |        1.028
       0.279 |        0.789 |        1.068
       0.355 |        0.545 |        0.900
       0.197 |        0.455 |        0.652
       0.280 |        2.764 |        3.044
       0.800 |        0.601 |        1.401
       0.213 |        0.475 |        0.688
       0.240 |        1.917 |        2.157
       0.242 |        3.471 |        3.713
       0.217 |        1.723 |        1.940
       0.262 |        0.702 |        0.963
       0.210 |        0.695 |        0.906
       0.233 |        0.701 |        0.934
       0.720 |        1.940 |        2.660
       0.266 |        0.467 |        0.732
       0.243 |        0.501 |        0.744
       0.193 |        1.931 |        2.124
       0.192 |        0.848 |        1.040
       0.244 |        1.555 |        1.799
       0.195 |        1.460 |        1.655
       0.282 |        0.530 |        0.812
       0.247 |        1.018 |        1.264
       0.204 |        0.520 |        0.724
       0.326 |        1.157 |        1.483
       0.240 |        1.596 |        1.836
       0.609 |        1.611 |        2.220
       0.263 |        1.941 |        2.205
       0.263 |        0.907 |        1.171
       0.721 |        2.308 |        3.030
       0.206 |        1.534 |        1.739
       0.229 |        0.949 |        1.179
       0.211 |        2.400 |        2.610
       0.257 |        0.631 |        0.888
       0.238 |        0.593 |        0.831
       0.234 |        2.547 |        2.781
       0.271 |        0.527 |        0.798
       0.717 |        0.324 |        1.041
       0.253 |        0.972 |        1.225
       0.226 |        2.169 |        2.396
       0.251 |        0.659 |        0.911
       0.265 |        0.594 |        0.859
       0.220 |        0.531 |        0.751
       0.236 |        0.826 |        1.062
       0.249 |        1.464 |        1.713
       0.182 |        0.766 |        0.948
       0.205 |        0.496 |        0.701
       0.242 |        0.659 |        0.901
       0.263 |        2.800 |        3.064
       1.997 |        0.433 |        2.430
       0.249 |        0.537 |        0.786
       0.269 |        0.732 |        1.000
       0.226 |        0.501 |        0.727
       0.253 |        1.560 |        1.813
       1.016 |        1.336 |        2.352
       0.253 |        2.500 |        2.752
       0.304 |        1.136 |        1.440
       0.226 |        0.587 |        0.814
       0.271 |        0.839 |        1.109
       0.187 |        1.566 |        1.753
       0.260 |        0.942 |        1.203
       0.278 |        1.133 |        1.412
       0.307 |        1.684 |        1.991
       0.200 |        1.465 |        1.665
       0.274 |        0.448 |        0.722
       0.282 |        0.795 |        1.077
       0.240 |        1.722 |        1.962
       1.115 |        0.551 |        1.666
       0.239 |        3.311 |        3.550
       0.220 |        2.446 |        2.667
       0.260 |        0.802 |        1.062
       0.209 |        0.917 |        1.126
       0.222 |        1.749 |        1.971
       0.179 |        2.435 |        2.614
       0.233 |        0.727 |        0.960
       0.260 |        0.913 |        1.173
       0.282 |        1.432 |        1.714
       0.275 |        1.038 |        1.313
       0.278 |        2.617 |        2.894
       0.271 |        0.570 |        0.842
       0.208 |        1.737 |        1.946
       0.346 |        2.073 |        2.419
       0.234 |        1.025 |        1.258
       0.216 |        3.613 |        3.829
       0.260 |        0.733 |        0.993
       0.213 |        0.609 |        0.822
       0.216 |        1.382 |        1.598
       0.260 |        0.609 |        0.868
       0.251 |        0.849 |        1.100
       0.233 |        2.059 |        2.292
       0.290 |        0.595 |        0.885
       0.229 |        0.507 |        0.736
       0.247 |        1.765 |        2.011
       0.256 |        0.495 |        0.751
       0.231 |        2.223 |        2.454
       0.213 |        1.166 |        1.379
       0.309 |        3.004 |        3.313
       0.328 |        2.600 |        2.927
       0.204 |        0.720 |        0.924
       0.224 |        1.791 |        2.015
       0.235 |        0.793 |        1.028
       0.281 |        1.328 |        1.609
       0.259 |        1.172 |        1.431
       0.240 |        2.090 |        2.330
       0.274 |        2.702 |        2.976
       0.284 |        0.526 |        0.810
       0.207 |        0.328 |        0.535
       0.279 |        2.333 |        2.612
       0.329 |        2.226 |        2.555
       0.251 |        1.610 |        1.861
       0.265 |        0.900 |        1.164
       0.260 |        0.677 |        0.938
       0.255 |        0.733 |        0.987
       0.280 |        0.514 |        0.794
       0.236 |        2.050 |        2.286
       1.154 |        0.682 |        1.836
       0.188 |        0.439 |        0.627
       0.331 |        0.573 |        0.904
       0.216 |        2.801 |        3.018
       0.244 |        0.644 |        0.888
       0.308 |        0.639 |        0.946
       0.256 |        0.615 |        0.871
       0.205 |        0.664 |        0.869
       0.258 |        2.641 |        2.899
       0.182 |        0.485 |        0.668
       0.232 |        0.838 |        1.070
       0.293 |        0.441 |        0.734
       0.246 |        0.680 |        0.926
       0.263 |        0.698 |        0.961
       0.223 |        3.310 |        3.533
       0.263 |        0.694 |        0.957
       0.254 |        0.952 |        1.205
       0.255 |        1.725 |        1.980
       0.230 |        0.482 |        0.713
       0.241 |        0.595 |        0.837
       0.230 |        2.320 |        2.550
       0.289 |        1.381 |        1.669
       0.234 |        1.152 |        1.386
       0.126 |        0.538 |        0.664
       0.234 |        2.103 |        2.338
       0.251 |        0.702 |        0.952
       0.219 |        1.134 |        1.353
       0.220 |        1.071 |        1.290
       0.236 |        0.685 |        0.921
       0.290 |        0.818 |        1.108
       0.343 |        0.806 |        1.150
       0.336 |        2.866 |        3.202
       0.277 |        0.505 |        0.782
       0.241 |        0.473 |        0.713
       0.240 |        1.466 |        1.705
       0.287 |        1.298 |        1.586
       0.311 |        0.604 |        0.915
       0.319 |        1.119 |        1.438
       0.253 |        2.340 |        2.593
       0.203 |        0.966 |        1.169
       0.209 |        0.384 |        0.592
       0.229 |        0.610 |        0.839
       0.293 |        1.972 |        2.264
       0.240 |        0.529 |        0.769
       0.263 |        0.689 |        0.952
       0.352 |        1.365 |        1.717
       0.247 |        0.432 |        0.680
       0.330 |        2.129 |        2.459
       0.245 |        0.506 |        0.751
       0.247 |        0.652 |        0.899
       0.265 |        1.891 |        2.156
       0.239 |        0.734 |        0.972
       0.231 |        1.385 |        1.616
       0.238 |        1.575 |        1.813
       0.234 |        0.910 |        1.145
       0.144 |        1.876 |        2.021
       0.256 |        0.802 |        1.058
       0.230 |        0.580 |        0.810
       0.185 |        1.551 |        1.736
       0.262 |        0.481 |        0.742
       0.183 |        0.767 |        0.949
       0.240 |        1.399 |        1.639
       0.258 |        2.929 |        3.186
       2.900 |        0.600 |        3.500
       0.217 |        0.411 |        0.628
       0.258 |        0.561 |        0.820
       0.257 |        0.495 |        0.752
       0.323 |        0.878 |        1.201
       0.279 |        1.105 |        1.384
       0.274 |        2.576 |        2.851
       0.258 |        0.464 |        0.722
       0.222 |        1.443 |        1.665
       0.241 |        1.086 |        1.327
       0.488 |        1.842 |        2.330
       0.164 |        0.682 |        0.846
       0.231 |        0.963 |        1.194
       0.223 |        1.947 |        2.170
       0.226 |        0.776 |        1.002
       0.262 |        1.112 |        1.374
       0.258 |        1.093 |        1.351
       0.271 |        0.847 |        1.118
       0.164 |        1.207 |        1.371
       0.293 |        1.213 |        1.506
       0.272 |        0.814 |        1.086
       0.286 |        3.409 |        3.694
       0.213 |        0.468 |        0.682
       0.228 |        2.008 |        2.236
       0.231 |        2.527 |        2.758
       0.202 |        1.422 |        1.623
       0.252 |        0.787 |        1.039
       0.230 |        1.713 |        1.943
       0.240 |        1.307 |        1.547
       0.233 |        0.783 |        1.016
       0.223 |        3.519 |        3.741
       0.286 |        0.478 |        0.764
       0.381 |        1.529 |        1.910
       0.290 |        0.539 |        0.829
       0.268 |        2.506 |        2.774
       0.239 |        2.377 |        2.616
       0.228 |        1.896 |        2.124
       0.269 |        0.610 |        0.879
       0.244 |        0.715 |        0.960
       0.272 |        1.199 |        1.471
       0.262 |        0.721 |        0.983
       0.272 |        0.970 |        1.243
       0.201 |        2.121 |        2.322
       0.279 |        0.568 |        0.847
       0.260 |        3.265 |        3.525
       0.319 |        0.565 |        0.884
       0.242 |        0.667 |        0.909
       0.257 |        0.849 |        1.106
       0.244 |        0.451 |        0.694
       0.178 |        1.556 |        1.734
       0.206 |        0.319 |        0.524
       0.244 |        1.084 |        1.328
       0.212 |        2.289 |        2.501
       0.309 |        3.126 |        3.435
       0.282 |        0.452 |        0.734
       0.309 |        1.331 |        1.640
       0.310 |        0.416 |        0.726
       0.273 |        0.556 |        0.829
       0.262 |        0.536 |        0.798
       0.267 |        0.558 |        0.825
       0.233 |        2.363 |        2.597
       0.340 |        1.096 |        1.436
       0.208 |        1.209 |        1.416
       0.226 |        0.689 |        0.915
       0.249 |        3.093 |        3.342
       0.222 |        2.369 |        2.590
       0.495 |        1.512 |        2.007
       0.229 |        0.604 |        0.833
       0.248 |        0.966 |        1.215
       0.270 |        0.510 |        0.780
       0.203 |        0.772 |        0.975
       0.251 |        1.443 |        1.695
       0.268 |        1.938 |        2.207
       0.211 |        0.510 |        0.720
       0.140 |        1.131 |        1.270
       0.134 |        1.371 |        1.505
       0.287 |        0.837 |        1.124
       0.192 |        0.916 |        1.108
       0.237 |        2.787 |        3.023
       0.277 |        0.815 |        1.092
       0.182 |        0.696 |        0.878
       0.245 |        0.946 |        1.191
       0.231 |        0.634 |        0.864
       0.260 |        0.450 |        0.710
       0.201 |        0.501 |        0.702
       0.227 |        0.625 |        0.852
       0.268 |        1.182 |        1.451
       0.365 |        0.570 |        0.934
       0.331 |        1.356 |        1.687
       0.252 |        1.842 |        2.094
       0.222 |        2.589 |        2.810
       0.274 |        0.904 |        1.178
       0.293 |        1.432 |        1.725
       0.263 |        0.568 |        0.831
       0.249 |        0.496 |        0.745
       0.231 |        0.788 |        1.019
       0.183 |        1.510 |        1.693
       0.235 |        1.037 |        1.272
       0.224 |        0.641 |        0.865
       0.711 |        0.792 |        1.503
       0.164 |        0.664 |        0.828
       0.231 |        0.517 |        0.748
       0.304 |        0.512 |        0.816
       0.218 |        0.486 |        0.704
       0.220 |        0.617 |        0.836
       0.180 |        0.722 |        0.902
       0.259 |        0.556 |        0.816
       0.259 |        0.585 |        0.844
       0.322 |        0.935 |        1.257
       0.143 |        0.590 |        0.734
       0.185 |        0.640 |        0.825
       0.275 |        1.507 |        1.782
       0.349 |        0.922 |        1.272
       0.249 |        0.419 |        0.668
       0.202 |        1.609 |        1.811
       0.240 |        0.504 |        0.744
       0.252 |        0.802 |        1.053
       0.174 |        1.901 |        2.075
       0.188 |        0.688 |        0.876
       0.203 |        1.211 |        1.414
       0.307 |        0.559 |        0.865
       0.279 |        0.870 |        1.149
       0.218 |        0.559 |        0.777
       0.165 |        0.414 |        0.579
       0.337 |        0.476 |        0.813
       0.283 |        0.584 |        0.866
       0.239 |        2.017 |        2.255
       0.181 |        2.297 |        2.478
       0.245 |        0.592 |        0.837
       0.234 |        0.535 |        0.769
       0.232 |        1.005 |        1.236
       0.206 |        2.519 |        2.725
       0.174 |        0.575 |        0.748
       0.263 |        0.541 |        0.804
       0.211 |        1.493 |        1.703
       0.232 |        2.389 |        2.622
       0.219 |        1.194 |        1.413
       0.311 |        1.118 |        1.428
       0.207 |        0.714 |        0.921
       0.233 |        0.708 |        0.941
       0.205 |        1.532 |        1.737
       0.192 |        1.429 |        1.621
       0.239 |        0.610 |        0.850
       0.296 |        0.969 |        1.265
       0.195 |        0.741 |        0.936
       0.237 |        1.020 |        1.257
       0.224 |        0.650 |        0.874
       0.220 |        0.675 |        0.895
       0.213 |        0.537 |        0.749
       0.245 |        3.185 |        3.430
       0.257 |        2.482 |        2.739
       0.248 |        0.525 |        0.773
       0.281 |        1.128 |        1.409
       0.296 |        1.653 |        1.950
       0.184 |        0.631 |        0.815
       0.245 |        0.569 |        0.814
       0.203 |        2.967 |        3.170
       0.239 |        0.737 |        0.976
       0.246 |        1.677 |        1.923
       1.501 |        2.700 |        4.201
       0.224 |        0.729 |        0.953
       0.212 |        0.687 |        0.899
       0.211 |        0.525 |        0.736
       0.499 |        2.549 |        3.048
       0.205 |        0.578 |        0.784
       0.265 |        0.756 |        1.021
       0.223 |        1.496 |        1.719
       0.203 |        0.895 |        1.097
       0.214 |        0.996 |        1.210
       0.221 |        0.750 |        0.971
       0.184 |        0.788 |        0.972
       0.215 |        0.598 |        0.814
       0.265 |        0.566 |        0.831
       0.195 |        0.766 |        0.961
       0.179 |        2.408 |        2.587
       0.237 |        0.717 |        0.954
       0.256 |        0.410 |        0.666
       0.245 |        0.841 |        1.086
       0.300 |        1.289 |        1.589
       0.299 |        1.420 |        1.719
       0.195 |        0.459 |        0.654
       0.269 |        1.229 |        1.498
       0.216 |        1.384 |        1.600
       0.202 |        1.757 |        1.959
       0.211 |        0.491 |        0.703
       0.258 |        1.924 |        2.182
       0.172 |        0.454 |        0.627
       0.248 |        0.403 |        0.651
       0.225 |        0.886 |        1.111
       0.261 |        0.487 |        0.748
       0.243 |        1.633 |        1.876
       0.303 |        1.109 |        1.412
       0.306 |        1.302 |        1.608
       0.269 |        0.846 |        1.115
       0.263 |        0.890 |        1.153
       1.047 |        0.651 |        1.699
       0.237 |        1.705 |        1.942
       0.127 |        0.834 |        0.961
       0.974 |        0.772 |        1.746
       0.192 |        0.585 |        0.777
       0.219 |        0.489 |        0.708
       0.188 |        0.730 |        0.918
       0.231 |        2.678 |        2.909
       0.238 |        0.717 |        0.955
       0.250 |        0.440 |        0.691
       0.260 |        0.664 |        0.924
       0.201 |        0.510 |        0.711
       0.193 |        3.234 |        3.427
       0.236 |        2.207 |        2.443
       1.141 |        0.808 |        1.948
       0.319 |        0.511 |        0.829
       0.250 |        0.392 |        0.642
       0.275 |        0.490 |        0.765
       0.276 |        1.138 |        1.413
       0.213 |        0.584 |        0.797
       0.205 |        1.538 |        1.742
       0.230 |        0.806 |        1.035
       0.256 |        1.029 |        1.285
       0.264 |        0.437 |        0.701
       0.240 |        0.571 |        0.811
       0.166 |        0.855 |        1.021
       0.223 |        0.539 |        0.762
       0.281 |        0.802 |        1.083
       0.292 |        1.256 |        1.548
       0.232 |        0.678 |        0.910
       0.265 |        0.536 |        0.801
       0.259 |        0.401 |        0.660
       0.229 |        0.683 |        0.911
       0.257 |        1.306 |        1.563
       0.238 |        1.253 |        1.490
       0.190 |        0.914 |        1.104
       0.993 |        0.823 |        1.816
       0.266 |        0.713 |        0.979
       0.231 |        0.845 |        1.076
       0.234 |        1.052 |        1.287
       0.291 |        1.143 |        1.434
       0.282 |        0.777 |        1.060
       0.231 |        1.241 |        1.473
       0.241 |        1.011 |        1.252
       0.207 |        0.655 |        0.862
       0.217 |        0.640 |        0.857
       0.200 |        1.944 |        2.144
       0.292 |        1.803 |        2.096
       0.274 |        1.838 |        2.111
       2.023 |        0.576 |        2.599
       0.320 |        1.338 |        1.658
       0.250 |        0.463 |        0.713
       0.223 |        0.467 |        0.689
       0.216 |        0.612 |        0.827
       0.221 |        0.408 |        0.630
       0.245 |        1.338 |        1.583
       0.206 |        1.076 |        1.283
       0.250 |        0.577 |        0.828
       0.224 |        1.135 |        1.359
       0.245 |        0.683 |        0.928
       0.278 |        1.197 |        1.474
       0.265 |        0.522 |        0.787
       0.178 |        2.310 |        2.489
       0.248 |        1.251 |        1.499
       0.162 |        1.455 |        1.617
       0.240 |        3.068 |        3.308
       0.248 |        0.709 |        0.957
       0.238 |        1.484 |        1.722
       0.248 |        0.675 |        0.922
       0.272 |        0.539 |        0.811
       0.237 |        0.937 |        1.174
       0.270 |        0.692 |        0.961
       0.284 |        1.314 |        1.598
       0.162 |        0.277 |        0.439
       0.239 |        0.899 |        1.138
       0.249 |        1.007 |        1.255
       0.255 |        2.947 |        3.202
       0.317 |        0.555 |        0.872
       0.242 |        0.553 |        0.796
       0.235 |        0.804 |        1.039
       0.238 |        2.605 |        2.843
       0.282 |        1.778 |        2.060
