  QueueTimes | ServiceTimes | SojournTimes

       0.226 |        1.304 |        1.529
       0.226 |        1.877 |        2.103
       0.243 |        0.685 |        0.928
       0.307 |        0.633 |        0.941
       0.260 |        0.562 |        0.822
       0.226 |        0.779 |        1.005
       1.442 |        1.817 |        3.259
       1.183 |        0.846 |        2.029
       0.251 |        0.982 |        1.233
       0.192 |        0.890 |        1.082
       0.257 |        0.631 |        0.889
       0.327 |        0.486 |        0.813
       0.273 |        0.367 |        0.640
       0.283 |        0.942 |        1.225
       0.302 |        2.050 |        2.352
       0.161 |        1.414 |        1.575
       0.224 |        0.809 |        1.034
       0.241 |        1.206 |        1.447
       0.270 |        1.999 |        2.268
       0.251 |        0.635 |        0.886
       0.337 |        1.797 |        2.134
       0.244 |        0.863 |        1.107
       0.307 |        0.467 |        0.773
       0.283 |        1.115 |        1.398
       0.248 |        0.874 |        1.122
       0.217 |        0.717 |        0.935
       0.241 |        0.792 |        1.033
       0.231 |        1.615 |        1.846
       0.262 |        2.228 |        2.490
       0.269 |        0.659 |        0.927
       0.256 |        0.702 |        0.958
       0.245 |        0.510 |        0.755
       0.246 |        0.636 |        0.882
       0.271 |        0.990 |        1.261
       0.219 |        0.514 |        0.733
       0.213 |        0.583 |        0.796
       0.242 |        0.526 |        0.768
       0.287 |        0.569 |        0.857
       0.244 |        0.517 |        0.761
       0.213 |        0.846 |        1.059
       0.222 |        0.503 |        0.725
       0.210 |        0.670 |        0.880
       0.345 |        3.073 |        3.418
       0.270 |        0.801 |        1.070
       0.231 |        0.822 |        1.053
       0.678 |        1.397 |        2.075
       0.249 |        0.885 |        1.134
       0.574 |        1.643 |        2.218
       0.990 |        1.161 |        2.151
       0.275 |        0.549 |        0.824
       0.304 |        0.681 |        0.985
       0.286 |        0.521 |        0.807
       0.244 |        2.252 |        2.496
       0.266 |        2.677 |        2.943
       0.212 |        0.504 |        0.716
       0.216 |        0.493 |        0.709
       0.218 |        0.825 |        1.043
       0.199 |        0.772 |        0.971
       0.301 |        0.810 |        1.111
       0.219 |        3.101 |        3.319
       2.753 |        0.843 |        3.596
       2.140 |        0.875 |        3.015
       2.743 |        3.082 |        5.825
       0.282 |        0.702 |        0.984
       0.290 |        0.342 |        0.632
       0.255 |        3.299 |        3.554
       0.312 |        0.692 |        1.004
       0.326 |        1.085 |        1.411
       0.230 |        0.508 |        0.738
       0.267 |        0.713 |        0.981
       0.310 |        0.916 |        1.227
       0.286 |        0.698 |        0.984
       0.280 |        0.607 |        0.887
       0.313 |        1.895 |        2.208
       0.744 |        0.987 |        1.731
       0.161 |        0.448 |        0.609
       0.290 |        0.517 |        0.807
       0.247 |        1.509 |        1.756
       0.317 |        1.449 |        1.767
       0.282 |        0.711 |        0.993
       0.300 |        1.877 |        2.178
       0.259 |        0.488 |        0.747
       0.242 |        2.143 |        2.385
       0.239 |        0.693 |        0.932
       0.261 |        1.577 |        1.838
       0.194 |        0.900 |        1.094
       0.306 |        1.126 |        1.432
       0.257 |        0.650 |        0.907
       0.190 |        1.395 |        1.585
       0.276 |        0.742 |        1.018
       0.285 |        0.918 |        1.203
       0.828 |        0.618 |        1.446
       0.292 |        1.691 |        1.983
       0.316 |        0.494 |        0.810
       0.289 |        2.332 |        2.621
       0.318 |        1.895 |        2.212
       0.221 |        0.480 |        0.701
       0.277 |        0.500 |        0.777
       0.284 |        0.522 |        0.807
       0.177 |        0.522 |        0.699
       0.236 |        0.581 |        0.817
       0.256 |        1.331 |        1.587
       0.224 |        0.518 |        0.742
       0.251 |        0.520 |        0.771
       0.194 |        0.724 |        0.918
       0.292 |        0.529 |        0.821
       0.236 |        0.438 |        0.675
       0.357 |        3.023 |        3.380
       0.229 |        0.707 |        0.936
       0.295 |        0.542 |        0.837
       0.263 |        2.012 |        2.275
       0.255 |        3.429 |        3.684
       3.228 |        1.641 |        4.869
       0.274 |        0.733 |        1.007
       0.253 |        0.706 |        0.959
       0.245 |        0.701 |        0.946
       0.233 |        1.971 |        2.204
       0.231 |        0.494 |        0.724
       0.232 |        0.493 |        0.724
       0.717 |        1.886 |        2.603
       0.232 |        0.844 |        1.076
       0.156 |        1.517 |        1.673
       0.192 |        1.377 |        1.569
       0.282 |        0.493 |        0.775
       0.217 |        1.026 |        1.243
       1.016 |        0.479 |        1.495
       0.334 |        1.151 |        1.485
       0.243 |        1.541 |        1.784
       0.226 |        1.635 |        1.861
       0.270 |        1.908 |        2.178
       0.169 |        0.788 |        0.958
       0.260 |        2.273 |        2.532
       0.204 |        1.540 |        1.744
       0.215 |        0.877 |        1.092
       0.270 |        1.686 |        1.956
       0.239 |        0.495 |        0.734
       0.202 |        0.540 |        0.742
       0.184 |        2.415 |        2.600
       0.216 |        0.489 |        0.704
       0.227 |        0.343 |        0.570
       0.237 |        0.926 |        1.163
       0.276 |        2.132 |        2.408
       0.216 |        0.650 |        0.866
       0.247 |        0.536 |        0.783
       0.171 |        0.484 |        0.655
       0.283 |        0.828 |        1.111
       0.267 |        1.443 |        1.710
       0.303 |        0.731 |        1.033
       0.227 |        0.528 |        0.755
       0.295 |        0.753 |        1.048
       0.290 |        2.901 |        3.191
       0.252 |        0.493 |        0.745
       0.230 |        0.478 |        0.708
       0.334 |        0.725 |        1.060
       0.246 |        0.511 |        0.757
       0.278 |        1.517 |        1.795
       0.259 |        1.379 |        1.638
       0.230 |        2.614 |        2.844
       0.229 |        1.131 |        1.360
       0.247 |        0.551 |        0.798
       0.295 |        0.851 |        1.146
       0.215 |        1.634 |        1.849
       1.788 |        0.942 |        2.731
       2.741 |        1.117 |        3.858
       0.240 |        1.686 |        1.926
       0.238 |        1.447 |        1.685
       0.288 |        0.729 |        1.017
       0.135 |        1.162 |        1.298
       0.269 |        1.881 |        2.150
       0.344 |        0.601 |        0.945
       0.271 |        3.321 |        3.592
       0.197 |        2.757 |        2.954
       0.246 |        0.850 |        1.096
       0.211 |        1.040 |        1.251
       0.494 |        1.734 |        2.228
       0.222 |        2.327 |        2.549
       0.242 |        0.735 |        0.977
       0.218 |        0.912 |        1.129
       0.270 |        1.408 |        1.679
       0.216 |        0.973 |        1.188
       0.248 |        2.848 |        3.097
       0.178 |        0.608 |        0.786
       0.192 |        1.867 |        2.059
       0.208 |        2.171 |        2.379
       0.220 |        1.012 |        1.232
       0.257 |        3.554 |        3.811
       0.207 |        0.472 |        0.679
       0.211 |        0.457 |        0.669
       0.222 |        1.231 |        1.453
       0.213 |        0.574 |        0.786
       0.234 |        0.825 |        1.058
       0.234 |        2.135 |        2.369
       0.268 |        0.551 |        0.819
       0.223 |        0.482 |        0.705
       0.210 |        1.722 |        1.932
       0.254 |        0.492 |        0.746
       0.206 |        2.125 |        2.331
       0.182 |        1.064 |        1.247
       0.233 |        2.960 |        3.193
       0.261 |        2.884 |        3.145
       0.203 |        0.821 |        1.024
       0.219 |        1.839 |        2.058
       0.309 |        0.826 |        1.135
       0.194 |        1.236 |        1.430
       0.402 |        1.085 |        1.487
       0.209 |        2.092 |        2.300
       0.182 |        2.667 |        2.849
       0.206 |        0.519 |        0.725
       0.194 |        0.352 |        0.546
