  QueueTimes | ServiceTimes | SojournTimes

       0.365 |        1.884 |        2.249
       0.284 |        2.868 |        3.152
       0.356 |        0.994 |        1.350
       0.377 |        0.971 |        1.348
       0.350 |        0.849 |        1.199
       0.334 |        1.152 |        1.486
       0.342 |        1.699 |        2.041
       0.253 |        0.836 |        1.088
       0.271 |        1.041 |        1.311
       0.262 |        1.464 |        1.726
       0.371 |        0.865 |        1.237
       0.311 |        0.770 |        1.081
       0.432 |        0.780 |        1.213
       0.320 |        1.416 |        1.736
       0.361 |        2.467 |        2.828
       0.444 |        1.749 |        2.192
       0.316 |        1.532 |        1.847
       0.459 |        1.708 |        2.166
       0.251 |        2.456 |        2.707
       0.335 |        0.909 |        1.244
       0.321 |        2.222 |        2.543
       0.315 |        1.327 |        1.642
       0.311 |        0.604 |        0.915
       0.295 |        1.536 |        1.831
       0.210 |        1.324 |        1.534
       0.369 |        0.987 |        1.357
       0.328 |        1.059 |        1.387
       0.272 |        2.127 |        2.399
       0.260 |        2.966 |        3.226
       0.322 |        0.860 |        1.181
       0.274 |        0.944 |        1.218
       0.365 |        0.764 |        1.129
       0.305 |        0.985 |        1.289
       0.288 |        1.362 |        1.651
       0.320 |        0.778 |        1.098
       0.299 |        1.064 |        1.363
       0.262 |        0.825 |        1.087
       0.265 |        1.113 |        1.378
       0.338 |        0.907 |        1.246
       0.356 |        1.280 |        1.636
       0.394 |        0.786 |        1.180
       0.354 |        1.080 |        1.434
       0.366 |        4.415 |        4.781
       0.393 |        1.270 |        1.663
       0.276 |        1.133 |        1.409
       0.316 |        1.995 |        2.311
       0.336 |        1.335 |        1.670
       0.328 |        2.315 |        2.644
       0.333 |        1.817 |        2.150
       0.328 |        0.838 |        1.166
       0.204 |        1.139 |        1.343
       0.303 |        0.876 |        1.180
       0.417 |        2.877 |        3.294
       0.392 |        3.397 |        3.789
       0.308 |        0.699 |        1.006
       0.252 |        0.640 |        0.892
       0.351 |        1.048 |        1.399
       0.393 |        1.155 |        1.548
       0.407 |        1.228 |        1.635
       0.424 |        2.685 |        3.109
       0.286 |        0.937 |        1.223
       0.251 |        1.494 |        1.745
       0.374 |        4.030 |        4.404
      11.407 |        1.081 |       12.488
       2.352 |        1.092 |        3.443
       0.363 |        4.029 |        4.392
       0.308 |        1.027 |        1.335
       0.327 |        1.485 |        1.812
       0.263 |        0.952 |        1.215
       0.266 |        1.113 |        1.380
       0.384 |        1.519 |        1.903
       0.320 |        1.053 |        1.373
       0.405 |        0.955 |        1.360
       0.402 |        2.392 |        2.794
       0.384 |        1.338 |        1.722
       0.353 |        0.749 |        1.101
       0.348 |        0.790 |        1.139
       0.380 |        2.027 |        2.407
      21.469 |        1.909 |       23.378
       0.406 |        1.032 |        1.438
       0.402 |        2.558 |        2.960
       0.334 |        0.721 |        1.055
       0.444 |        2.808 |        3.252
       3.196 |        1.006 |        4.202
       3.126 |        2.001 |        5.127
       4.811 |        1.328 |        6.139
       0.318 |        1.561 |        1.879
       0.426 |        1.051 |        1.477
       0.360 |        1.744 |        2.103
       2.319 |        1.119 |        3.438
       0.345 |        1.172 |        1.517
       0.310 |        1.026 |        1.336
       0.315 |        2.198 |        2.513
       0.287 |        0.713 |        1.000
       0.408 |        2.985 |        3.393
       0.428 |        2.521 |        2.948
       0.324 |        0.791 |        1.115
       0.334 |        0.835 |        1.168
       0.399 |        0.847 |        1.245
      21.132 |        1.111 |       22.244
       0.300 |        0.892 |        1.193
      38.850 |        2.033 |       40.883
      38.367 |        1.425 |       39.791
      21.915 |        0.734 |       22.649
       0.334 |        1.077 |        1.411
       0.323 |        0.886 |        1.209
       0.356 |        0.768 |        1.123
       6.373 |        3.285 |        9.657
       0.219 |        1.008 |        1.227
       0.307 |        0.960 |        1.267
       0.407 |        2.457 |        2.864
       0.466 |        4.212 |        4.678
       0.371 |        2.195 |        2.565
       0.362 |        1.110 |        1.472
       0.342 |        1.070 |        1.412
       0.244 |        1.066 |        1.310
       0.287 |        2.654 |        2.941
       0.354 |        0.887 |        1.241
       0.351 |        0.797 |        1.148
       0.384 |        2.530 |        2.914
       0.292 |        1.282 |        1.574
       0.326 |        2.131 |        2.457
       5.897 |        1.926 |        7.823
       0.337 |        0.899 |        1.236
       0.350 |        1.391 |        1.742
       0.331 |        0.931 |        1.261
       0.274 |        1.514 |        1.788
       0.464 |        2.076 |        2.539
       0.384 |        2.099 |        2.484
       2.303 |        2.686 |        4.989
       0.384 |        1.164 |        1.548
       0.331 |        2.768 |        3.099
