  QueueTimes | ServiceTimes | SojournTimes

   14228.536 |      151.757 |    14380.294
   14370.308 |      119.253 |    14489.561
   14487.121 |      125.349 |    14612.470
   14594.732 |      149.888 |    14744.621
   14738.284 |      114.815 |    14853.099
   14836.661 |      102.169 |    14938.830
   14924.989 |       91.591 |    15016.581
   15004.223 |      131.266 |    15135.489
   15123.244 |      169.640 |    15292.884
   15277.633 |      128.423 |    15406.056
   15396.468 |      113.341 |    15509.809
   15497.597 |      105.499 |    15603.096
   15596.434 |      127.267 |    15723.701
   15710.119 |       99.962 |    15810.082
   15803.367 |      108.356 |    15911.723
   15906.036 |      105.153 |    16011.189
   15982.439 |      130.054 |    16112.493
   16095.348 |      173.358 |    16268.707
   16264.696 |       95.632 |    16360.327
   16358.836 |      123.443 |    16482.279
   16472.372 |      114.436 |    16586.807
   16567.592 |      108.377 |    16675.968
   16656.823 |      108.948 |    16765.771
   16757.514 |      132.337 |    16889.851
   16874.205 |      108.778 |    16982.984
   16966.730 |      133.517 |    17100.246
   17089.313 |      116.681 |    17205.994
   17192.314 |      124.611 |    17316.925
   17301.975 |      108.743 |    17410.718
   17384.245 |      100.582 |    17484.827
   17480.631 |      124.612 |    17605.243
   17597.651 |      120.105 |    17717.755
   17695.460 |      113.359 |    17808.818
   17808.090 |      133.293 |    17941.383
   17939.162 |      148.383 |    18087.545
   18072.748 |      118.339 |    18191.087
   18155.756 |      133.391 |    18289.147
   18287.090 |      115.342 |    18402.432
   18380.234 |      102.566 |    18482.800
   18481.108 |        0.548 |    18481.656
   18477.680 |      148.364 |    18626.044
   18599.353 |      133.316 |    18732.669
   18713.679 |       96.892 |    18810.571
   18808.153 |      128.274 |    18936.427
   18931.598 |      112.410 |    19044.008
   19043.898 |      163.361 |    19207.259
   19206.856 |      116.940 |    19323.796
   19322.734 |      133.225 |    19455.959
   19455.040 |      116.670 |    19571.710
   19562.364 |      103.279 |    19665.643
   19663.158 |       80.829 |    19743.988
   19729.760 |      141.129 |    19870.889
   19870.138 |      138.484 |    20008.623
   19999.639 |      112.820 |    20112.459
   20081.973 |      167.245 |    20249.218
   20238.076 |      132.241 |    20370.316
   20364.204 |        0.510 |    20364.714
   20354.005 |      126.849 |    20480.854
   20469.877 |      106.809 |    20576.686
   20564.440 |      109.435 |    20673.876
   20669.613 |      106.402 |    20776.015
   20770.828 |      136.753 |    20907.581
   20906.434 |      104.933 |    21011.366
   21010.022 |      179.670 |    21189.692
   21188.733 |      276.259 |    21464.992
   21459.671 |       99.128 |    21558.799
   21557.659 |       75.165 |    21632.824
   21630.526 |      129.517 |    21760.042
   21752.979 |      107.551 |    21860.530
   21854.908 |      110.865 |    21965.774
   21952.752 |      117.343 |    22070.096
   22060.948 |      111.833 |    22172.781
   22133.712 |      120.621 |    22254.333
   22248.204 |      123.331 |    22371.535
   22323.379 |        0.464 |    22323.843
   22308.180 |        2.755 |    22310.935
   22303.078 |      105.567 |    22408.645
   22375.125 |        3.372 |    22378.497
   22376.514 |      112.814 |    22489.327
   22488.136 |       97.749 |    22585.885
   22563.883 |      109.283 |    22673.166
   22670.683 |      103.581 |    22774.264
   22760.618 |      131.472 |    22892.090
   22871.268 |      108.284 |    22979.552
   22978.071 |      121.022 |    23099.092
   23079.861 |      104.097 |    23183.958
   23182.061 |      124.894 |    23306.954
   23301.507 |      108.352 |    23409.860
   23402.950 |      134.844 |    23537.795
   23530.733 |      148.877 |    23679.609
   23675.014 |      166.784 |    23841.798
   23838.946 |       75.241 |    23914.187
   23913.792 |      166.698 |    24080.490
   24078.660 |      115.578 |    24194.238
   24191.268 |      106.452 |    24297.720
   24290.000 |      145.264 |    24435.265
   24404.000 |      358.250 |    24762.250
   24733.733 |      163.001 |    24896.734
   24881.798 |      109.042 |    24990.840
   24985.912 |      136.622 |    25122.535
   25117.447 |      105.874 |    25223.321
   25219.854 |      108.362 |    25328.216
   25321.845 |       86.436 |    25408.281
   25383.093 |      133.092 |    25516.185
   25505.507 |      111.098 |    25616.605
   25616.125 |      105.674 |    25721.800
   25713.453 |      116.660 |    25830.114
   25805.821 |      111.596 |    25917.417
   25902.752 |      104.271 |    26007.023
   25996.074 |      102.693 |    26098.768
   26097.063 |      115.373 |    26212.436
   26204.316 |        0.499 |    26204.815
   26194.765 |      113.551 |    26308.316
   26296.924 |      135.992 |    26432.916
   26429.915 |      115.771 |    26545.686
   26540.111 |      134.589 |    26674.701
   26655.770 |      137.983 |    26793.753
   26779.052 |      101.188 |    26880.240
   26875.442 |      119.303 |    26994.744
