  QueueTimes | ServiceTimes | SojournTimes

       0.284 |        1.726 |        2.010
       0.325 |        1.818 |        2.143
       0.313 |        1.383 |        1.696
       0.320 |        2.098 |        2.418
       1.423 |        1.313 |        2.736
       0.281 |        1.420 |        1.701
       0.370 |        1.725 |        2.095
       0.277 |        1.234 |        1.511
       0.353 |        1.663 |        2.016
       0.380 |        2.167 |        2.547
       0.290 |        1.804 |        2.094
       0.213 |        2.080 |        2.293
       0.283 |        2.276 |        2.559
       1.940 |        1.719 |        3.658
       1.295 |        1.300 |        2.595
       0.310 |        2.083 |        2.393
       1.570 |        1.448 |        3.018
       0.966 |        1.475 |        2.442
       1.149 |        1.164 |        2.313
       2.264 |        1.161 |        3.426
       0.321 |        1.376 |        1.696
       0.301 |        1.621 |        1.921
       0.374 |        1.413 |        1.787
       0.310 |        1.667 |        1.977
       0.355 |        1.670 |        2.025
       0.333 |        1.402 |        1.735
       0.272 |        1.699 |        1.971
       1.686 |        1.109 |        2.795
       0.310 |        1.845 |        2.154
       0.309 |        2.057 |        2.366
       0.940 |        1.339 |        2.278
       0.230 |        1.357 |        1.587
       0.273 |        1.553 |        1.826
       0.240 |        1.773 |        2.013
       1.602 |        1.130 |        2.732
       0.310 |        1.543 |        1.853
       0.293 |        2.020 |        2.313
       1.456 |        1.276 |        2.732
       0.317 |        1.728 |        2.046
       0.331 |        1.791 |        2.122
       0.309 |        1.576 |        1.885
       0.406 |        2.153 |        2.559
       0.333 |        1.592 |        1.926
       0.344 |        1.760 |        2.104
       0.312 |        1.934 |        2.246
       0.329 |        1.645 |        1.974
       0.240 |        1.560 |        1.800
       0.275 |        1.466 |        1.741
       0.388 |        1.392 |        1.780
       0.261 |        1.631 |        1.892
       0.201 |        1.401 |        1.601
       0.346 |        1.554 |        1.900
       0.277 |        1.721 |        1.998
       1.732 |        1.161 |        2.893
       0.182 |        1.279 |        1.461
       0.274 |        1.518 |        1.792
       0.335 |        1.952 |        2.287
       1.994 |        1.135 |        3.129
       0.257 |        1.452 |        1.710
       0.421 |        1.305 |        1.726
       0.276 |        1.630 |        1.906
       0.274 |        1.585 |        1.859
       0.257 |        1.592 |        1.849
       0.241 |        1.354 |        1.595
       0.225 |        1.500 |        1.724
       0.711 |        1.154 |        1.865
       0.317 |        1.274 |        1.591
       0.339 |        1.166 |        1.504
       0.298 |        1.250 |        1.548
       0.312 |        1.370 |        1.682
       0.298 |        1.228 |        1.526
       0.502 |        1.524 |        2.026
       1.446 |        1.156 |        2.603
       2.342 |        1.038 |        3.380
       2.891 |        1.028 |        3.919
       0.285 |        1.166 |        1.450
       0.297 |        1.163 |        1.459
       0.340 |        2.240 |        2.580
       0.279 |        1.382 |        1.662
       0.288 |        1.657 |        1.945
       0.263 |        1.587 |        1.850
       0.302 |        1.572 |        1.874
       0.323 |        1.363 |        1.687
       0.507 |        1.583 |        2.090
       0.353 |        1.379 |        1.732
       0.353 |        1.395 |        1.749
       0.221 |        1.443 |        1.664
       0.293 |        1.485 |        1.779
       0.302 |        1.369 |        1.672
       0.291 |        1.431 |        1.722
       0.473 |        1.424 |        1.896
       0.347 |        1.280 |        1.627
       0.270 |        1.852 |        2.122
       1.824 |        1.263 |        3.087
       0.510 |        1.323 |        1.833
       0.260 |        1.335 |        1.595
       0.285 |        1.638 |        1.923
       1.373 |        1.224 |        2.597
       0.309 |        1.289 |        1.598
       0.338 |        1.268 |        1.606
       0.341 |        1.199 |        1.540
       0.298 |        1.664 |        1.962
       1.116 |        1.455 |        2.571
       1.548 |        1.138 |        2.686
       0.244 |        1.798 |        2.042
       1.902 |        1.209 |        3.112
       0.299 |        1.500 |        1.799
       0.339 |        1.587 |        1.926
       0.307 |        1.626 |        1.933
       0.222 |        1.403 |        1.625
       0.281 |        1.477 |        1.757
       0.327 |        1.633 |        1.960
       0.538 |        1.672 |        2.210
       0.405 |        1.711 |        2.116
       1.622 |        1.408 |        3.030
       0.294 |        1.568 |        1.862
       0.287 |        1.572 |        1.858
       0.950 |        1.258 |        2.208
       0.300 |        1.689 |        1.989
       0.271 |        1.422 |        1.693
       0.241 |        1.441 |        1.683
       0.314 |        1.389 |        1.703
       0.309 |        1.735 |        2.044
       0.298 |        1.387 |        1.685
       0.254 |        1.393 |        1.646
       0.302 |        1.506 |        1.807
       0.199 |        1.429 |        1.628
       0.272 |        1.302 |        1.574
       0.258 |        1.318 |        1.576
       0.272 |        1.269 |        1.541
       0.271 |        1.202 |        1.473
       0.247 |        1.644 |        1.891
       0.226 |        1.542 |        1.768
       0.279 |        1.396 |        1.675
       0.516 |        1.360 |        1.876
       0.268 |        2.269 |        2.537
       0.207 |        1.517 |        1.724
       0.336 |        1.868 |        2.204
       0.156 |        1.451 |        1.607
       0.278 |        1.519 |        1.798
       0.321 |        1.800 |        2.122
       0.284 |        1.446 |        1.730
       0.289 |        1.515 |        1.803
       0.280 |        1.412 |        1.691
       0.318 |        1.616 |        1.934
       0.288 |        1.857 |        2.145
       0.235 |        1.418 |        1.654
       0.264 |        1.339 |        1.602
       0.314 |        2.022 |        2.336
       1.907 |        1.394 |        3.301
       2.965 |        1.157 |        4.122
       0.327 |        1.504 |        1.831
       0.587 |        1.639 |        2.226
       0.394 |        1.536 |        1.930
       0.409 |        1.466 |        1.875
       0.278 |        1.772 |        2.051
       0.239 |        2.297 |        2.536
       0.263 |        1.373 |        1.636
       0.332 |        1.876 |        2.207
       1.611 |        1.170 |        2.781
       0.304 |        1.310 |        1.614
       0.304 |        1.683 |        1.987
       1.681 |        1.166 |        2.847
       0.210 |        1.465 |        1.675
       0.867 |        1.220 |        2.087
       0.258 |        1.575 |        1.833
       1.302 |        1.154 |        2.456
       0.249 |        1.303 |        1.552
       0.241 |        1.351 |        1.592
       0.250 |        1.332 |        1.582
       0.343 |        1.334 |        1.677
       0.288 |        1.475 |        1.762
       0.345 |        1.446 |        1.791
       0.367 |        1.886 |        2.253
       0.283 |        1.612 |        1.895
       0.235 |        1.248 |        1.483
       0.269 |        1.535 |        1.804
       1.555 |        1.126 |        2.681
       0.387 |        1.454 |        1.841
       0.361 |        1.413 |        1.775
       1.010 |        1.175 |        2.184
       0.346 |        1.788 |        2.134
       0.271 |        1.541 |        1.811
       0.246 |        1.316 |        1.562
       0.286 |        1.481 |        1.767
       0.272 |        1.305 |        1.576
       0.339 |        1.401 |        1.741
       0.265 |        1.320 |        1.584
       0.303 |        1.275 |        1.578
       0.244 |        1.213 |        1.457
       0.333 |        1.729 |        2.062
       0.292 |        1.532 |        1.824
       0.304 |        1.302 |        1.607
       0.305 |        1.370 |        1.675
       0.341 |        1.479 |        1.820
       0.505 |        1.244 |        1.750
       0.233 |        1.259 |        1.492
       0.287 |        1.776 |        2.063
       0.337 |        1.553 |        1.890
       0.502 |        1.288 |        1.789
       0.266 |        1.416 |        1.682
       0.282 |        1.415 |        1.697
       0.331 |        1.352 |        1.683
       0.264 |        1.590 |        1.854
       0.289 |        1.615 |        1.904
       0.281 |        1.315 |        1.596
       0.282 |        1.248 |        1.530
       0.236 |        1.321 |        1.557
       0.289 |        1.601 |        1.890
       0.280 |        1.232 |        1.512
       0.244 |        1.368 |        1.612
       0.284 |        1.368 |        1.652
       0.370 |        1.699 |        2.069
       1.261 |        1.263 |        2.524
       0.276 |        1.545 |        1.821
       1.349 |        1.442 |        2.791
       0.289 |        1.600 |        1.889
       0.346 |        1.556 |        1.902
       0.363 |        1.859 |        2.222
       0.364 |        1.685 |        2.048
       0.334 |        1.567 |        1.902
       0.339 |        2.237 |        2.576
       2.357 |        1.272 |        3.629
       0.210 |        1.302 |        1.513
       1.306 |        1.294 |        2.600
       0.305 |        1.604 |        1.909
       0.311 |        1.388 |        1.700
       0.287 |        1.583 |        1.870
       0.437 |        1.881 |        2.319
       0.289 |        2.347 |        2.636
