  QueueTimes | ServiceTimes | SojournTimes

     431.982 |       50.103 |      482.085
     475.582 |        5.684 |      481.266
     478.959 |       44.407 |      523.366
     522.595 |       50.026 |      572.622
     565.787 |       41.344 |      607.131
     606.395 |       50.578 |      656.973
     647.699 |       41.195 |      688.895
     685.806 |       41.740 |      727.546
     719.546 |       41.544 |      761.090
     754.686 |       83.894 |      838.581
     838.228 |       41.389 |      879.617
     873.882 |       42.064 |      915.946
     910.319 |       41.386 |      951.705
     944.727 |       50.430 |      995.158
     987.050 |       41.186 |     1028.236
    1027.887 |       50.589 |     1078.476
    1077.198 |       41.339 |     1118.538
    1097.310 |       33.327 |     1130.636
    1123.446 |       42.114 |     1165.560
    1154.662 |       41.773 |     1196.436
    1195.894 |       41.610 |     1237.503
    1237.430 |       33.057 |     1270.487
    1260.768 |       42.157 |     1302.925
    1297.048 |       33.023 |     1330.071
    1330.035 |       33.485 |     1363.520
    1346.396 |       42.150 |     1388.546
    1370.020 |       42.072 |     1412.092
    1372.187 |       50.036 |     1422.223
    1422.176 |       33.118 |     1455.295
    1452.485 |       42.112 |     1494.598
    1492.472 |       32.849 |     1525.321
    1522.650 |       33.431 |     1556.081
    1517.285 |       42.087 |     1559.372
    1553.524 |       49.905 |     1603.430
    1598.658 |       33.372 |     1632.030
    1626.988 |       42.063 |     1669.052
    1666.401 |       41.821 |     1708.222
    1694.205 |       32.968 |     1727.173
    1718.094 |       42.171 |     1760.265
    1747.185 |       41.748 |     1788.933
    1785.685 |       41.894 |     1827.579
    1819.470 |       41.699 |     1861.170
    1858.685 |       32.932 |     1891.617
    1887.787 |       42.259 |     1930.047
    1919.479 |        0.343 |     1919.822
    1915.367 |        0.520 |     1915.887
    1907.470 |       40.273 |     1947.743
    1930.895 |       42.122 |     1973.017
    1961.142 |       32.997 |     1994.139
    1991.491 |       42.208 |     2033.699
    2025.596 |       41.727 |     2067.322
    2065.931 |       41.880 |     2107.811
    2102.749 |       49.993 |     2152.743
    2143.512 |       41.754 |     2185.267
    2164.555 |       41.729 |     2206.284
    2205.465 |       33.074 |     2238.539
    2236.531 |       50.424 |     2286.955
    2285.818 |       33.028 |     2318.846
    2288.979 |       33.384 |     2322.363
    2303.926 |       33.388 |     2337.314
    2327.600 |       42.155 |     2369.755
    2361.261 |       41.336 |     2402.597
    2393.345 |       50.566 |     2443.910
    2433.382 |       41.766 |     2475.148
    2457.546 |        4.847 |     2462.394
    2456.834 |       45.184 |     2502.018
    2495.601 |        4.384 |     2499.985
    2490.603 |       45.658 |     2536.260
    2530.390 |       33.043 |     2563.433
    2554.723 |       42.156 |     2596.880
    2595.699 |       50.159 |     2645.858
    2641.532 |       41.773 |     2683.305
    2676.898 |       41.620 |     2718.518
    2701.691 |        0.423 |     2702.114
    2700.326 |       40.888 |     2741.213
    2725.159 |       42.190 |     2767.349
    2766.477 |       41.740 |     2808.216
    2801.580 |       41.727 |     2843.307
    2842.671 |       41.766 |     2884.437
    2879.665 |       41.767 |     2921.432
    2913.083 |       50.139 |     2963.222
    2949.429 |       50.071 |     2999.500
    2983.406 |       50.092 |     3033.497
    3030.333 |       33.090 |     3063.424
    3054.069 |       42.021 |     3096.090
    3087.835 |       33.029 |     3120.864
    3087.381 |       33.360 |     3120.741
    3102.783 |       50.562 |     3153.345
    3134.278 |       50.006 |     3184.284
    3170.739 |        3.896 |     3174.635
    3158.357 |       37.973 |     3196.329
    3173.363 |       41.304 |     3214.667
    3209.996 |       50.494 |     3260.490
    3255.016 |       41.255 |     3296.271
    3295.956 |       42.255 |     3338.211
    3326.151 |       50.495 |     3376.646
    3341.943 |       41.157 |     3383.100
    3361.266 |       42.273 |     3403.539
    3402.070 |       41.208 |     3443.278
    3442.205 |       50.666 |     3492.871
    3492.518 |       50.032 |     3542.549
    3541.584 |       50.134 |     3591.718
    3587.501 |       41.240 |     3628.741
    3628.094 |       41.688 |     3669.783
    3662.141 |       41.829 |     3703.970
    3701.088 |       42.075 |     3743.163
    3723.103 |       41.786 |     3764.889
    3763.696 |       41.195 |     3804.890
    3784.566 |       50.665 |     3835.231
    3827.969 |       41.728 |     3869.697
    3859.992 |       41.238 |     3901.230
    3888.667 |       41.625 |     3930.292
    3921.863 |       58.842 |     3980.705
    3979.514 |       41.815 |     4021.329
    4015.918 |       41.351 |     4057.269
    4047.504 |       41.701 |     4089.206
    4087.894 |       33.529 |     4121.424
    4117.473 |      108.257 |     4225.730
    4224.719 |       91.845 |     4316.564
    4301.252 |      125.312 |     4426.563
    4419.138 |       66.714 |     4485.852
    4473.830 |       91.989 |     4565.819
    4552.261 |       41.709 |     4593.971
    4593.278 |       33.312 |     4626.590
    4616.865 |       42.213 |     4659.078
    4655.870 |       32.948 |     4688.818
    4687.273 |       33.469 |     4720.742
    4714.988 |       42.094 |     4757.081
    4752.370 |       41.788 |     4794.158
    4766.176 |        0.569 |     4766.745
    4765.365 |       32.297 |     4797.662
    4791.548 |       58.622 |     4850.170
    4848.692 |       42.053 |     4890.746
    4889.609 |       32.950 |     4922.560
    4911.796 |       42.178 |     4953.974
    4953.771 |       33.019 |     4986.790
    4981.586 |       42.168 |     5023.755
    5016.740 |       33.020 |     5049.760
    5049.453 |       33.319 |     5082.772
    5077.633 |       42.013 |     5119.646
    5115.888 |       41.936 |     5157.823
    5152.235 |       32.983 |     5185.218
    5184.533 |       42.135 |     5226.667
    5224.962 |       41.816 |     5266.778
    5265.553 |       41.756 |     5307.308
    5299.104 |       41.660 |     5340.765
    5338.507 |        0.439 |     5338.946
    5320.575 |       41.476 |     5362.050
    5357.718 |       41.641 |     5399.359
    5391.039 |       41.833 |     5432.872
    5400.275 |       32.955 |     5433.229
    5421.321 |       42.135 |     5463.456
    5450.220 |       32.917 |     5483.137
    5471.080 |       42.224 |     5513.304
    5512.964 |       41.719 |     5554.683
    5536.958 |       66.417 |     5603.375
    5595.955 |       50.638 |     5646.593
    5613.400 |       50.208 |     5663.609
    5659.744 |       66.598 |     5726.341
    5724.588 |       42.212 |     5766.800
    5746.675 |       41.724 |     5788.399
    5784.157 |       50.140 |     5834.297
    5831.789 |       50.068 |     5881.856
    5860.232 |       50.132 |     5910.364
    5908.563 |        0.485 |     5909.047
    5882.635 |        2.673 |     5885.308
    5876.964 |       38.520 |     5915.483
    5897.391 |        3.128 |     5900.520
    5899.582 |       38.222 |     5937.804
    5931.691 |       50.457 |     5982.148
    5966.332 |       41.704 |     6008.036
    6007.435 |       41.783 |     6049.218
    6047.437 |       33.029 |     6080.467
    6079.718 |       33.350 |     6113.068
    6094.922 |       42.100 |     6137.022
    6133.162 |       33.039 |     6166.202
    6159.210 |       33.279 |     6192.489
    6189.247 |       33.452 |     6222.698
    6211.991 |       42.199 |     6254.190
    6251.874 |       41.320 |     6293.194
    6288.487 |       42.156 |     6330.643
    6330.073 |       41.300 |     6371.373
