  QueueTimes | ServiceTimes | SojournTimes

       0.248 |        1.440 |        1.688
       0.221 |        1.960 |        2.181
       0.271 |        0.801 |        1.072
       0.276 |        0.682 |        0.958
       0.258 |        0.554 |        0.812
       0.319 |        0.857 |        1.176
       0.264 |        1.447 |        1.711
       0.275 |        0.448 |        0.724
       0.261 |        0.675 |        0.936
       0.259 |        0.745 |        1.004
       0.246 |        0.600 |        0.847
       0.314 |        0.497 |        0.811
       0.263 |        0.349 |        0.611
       0.274 |        0.926 |        1.200
       0.276 |        1.805 |        2.081
       0.337 |        1.534 |        1.872
       1.222 |        0.844 |        2.066
       0.226 |        1.216 |        1.442
       0.636 |        1.959 |        2.594
       0.252 |        0.623 |        0.875
       0.262 |        1.759 |        2.021
       0.319 |        0.880 |        1.200
       0.221 |        0.409 |        0.630
       0.287 |        1.066 |        1.353
       0.354 |        0.830 |        1.184
       0.266 |        0.668 |        0.933
       0.231 |        0.704 |        0.936
       0.237 |        1.459 |        1.696
       0.226 |        2.140 |        2.366
       0.272 |        0.628 |        0.901
       0.234 |        0.677 |        0.911
       0.282 |        0.509 |        0.791
       0.289 |        0.698 |        0.987
       0.315 |        0.968 |        1.283
       0.277 |        0.514 |        0.791
       0.257 |        0.595 |        0.852
       0.261 |        0.541 |        0.801
       0.303 |        0.564 |        0.867
       0.252 |        0.516 |        0.768
       0.216 |        0.855 |        1.072
       1.114 |        0.477 |        1.591
       0.187 |        0.655 |        0.842
       0.249 |        3.035 |        3.284
       0.276 |        0.787 |        1.062
       0.229 |        0.763 |        0.992
       0.139 |        1.458 |        1.597
       0.289 |        1.196 |        1.485
       0.246 |        1.899 |        2.145
       0.178 |        1.231 |        1.409
       0.248 |        0.578 |        0.826
       0.214 |        0.645 |        0.859
       0.261 |        0.482 |        0.743
       0.202 |        2.252 |        2.454
       0.207 |        2.691 |        2.898
       0.225 |        0.514 |        0.739
       0.233 |        0.511 |        0.745
       0.232 |        0.749 |        0.981
       0.213 |        0.756 |        0.970
       0.740 |        0.763 |        1.503
       0.218 |        1.882 |        2.100
       0.190 |        0.499 |        0.689
       0.250 |        0.766 |        1.015
       0.262 |        2.999 |        3.261
       0.247 |        0.661 |        0.909
       0.216 |        0.327 |        0.543
       0.251 |        3.244 |        3.495
       0.240 |        0.690 |        0.930
       0.233 |        1.048 |        1.281
       0.239 |        0.504 |        0.744
       0.349 |        0.968 |        1.317
       0.249 |        1.072 |        1.321
       0.248 |        0.706 |        0.954
