  QueueTimes | ServiceTimes | SojournTimes

       0.275 |        1.377 |        1.653
       0.210 |        2.013 |        2.223
       0.214 |        0.696 |        0.910
       0.241 |        0.628 |        0.869
       0.313 |        0.691 |        1.004
       0.309 |        0.885 |        1.194
       0.366 |        1.463 |        1.830
       0.233 |        0.496 |        0.729
       0.213 |        0.713 |        0.926
       0.298 |        0.969 |        1.267
       0.212 |        0.671 |        0.882
       0.223 |        0.533 |        0.756
       0.304 |        0.399 |        0.703
       0.285 |        1.024 |        1.308
       0.308 |        1.841 |        2.150
       0.291 |        1.382 |        1.673
       0.326 |        0.810 |        1.136
       0.325 |        1.207 |        1.532
       0.292 |        1.977 |        2.270
       0.211 |        0.634 |        0.845
       0.357 |        1.816 |        2.173
       0.266 |        0.998 |        1.264
       0.257 |        0.478 |        0.736
       0.210 |        1.137 |        1.347
       0.270 |        0.832 |        1.102
       0.284 |        0.670 |        0.955
       0.196 |        1.012 |        1.208
       0.206 |        1.702 |        1.908
       0.196 |        2.215 |        2.410
       0.248 |        0.670 |        0.918
       0.240 |        0.704 |        0.944
       0.249 |        0.502 |        0.751
       0.176 |        0.704 |        0.880
       0.215 |        1.070 |        1.285
       0.263 |        0.626 |        0.889
       0.273 |        0.697 |        0.970
       0.254 |        0.577 |        0.831
       0.277 |        0.625 |        0.902
       0.287 |        0.748 |        1.034
       0.265 |        1.062 |        1.328
       0.232 |        0.606 |        0.838
       0.291 |        0.840 |        1.132
       0.256 |        3.231 |        3.487
       0.287 |        1.080 |        1.367
       0.394 |        0.983 |        1.377
       0.291 |        1.610 |        1.901
       0.309 |        0.902 |        1.212
       0.317 |        1.692 |        2.009
       0.240 |        1.311 |        1.552
       0.304 |        0.820 |        1.124
       0.232 |        0.833 |        1.065
       0.296 |        0.562 |        0.858
       0.285 |        2.377 |        2.662
       0.252 |        2.846 |        3.097
       0.322 |        0.540 |        0.862
       0.289 |        0.520 |        0.808
       0.257 |        0.985 |        1.243
       0.269 |        0.882 |        1.151
       0.150 |        0.836 |        0.986
       0.281 |        1.889 |        2.170
       0.207 |        0.518 |        0.724
       0.249 |        1.109 |        1.358
       0.225 |        3.289 |        3.513
       0.257 |        0.756 |        1.013
       0.553 |        0.256 |        0.809
       0.258 |        3.440 |        3.698
       0.256 |        0.736 |        0.992
       0.200 |        1.078 |        1.278
       0.226 |        0.514 |        0.739
       0.308 |        0.645 |        0.952
       0.217 |        0.892 |        1.109
       0.314 |        0.777 |        1.091
       0.235 |        0.662 |        0.897
