  QueueTimes | ServiceTimes | SojournTimes

       0.296 |        0.470 |        0.766
       0.270 |        0.456 |        0.726
       0.377 |        0.443 |        0.819
       0.369 |        0.421 |        0.790
       0.381 |        0.431 |        0.812
       0.247 |        0.515 |        0.762
       0.373 |        0.453 |        0.826
       0.293 |        0.426 |        0.719
       0.242 |        0.510 |        0.752
       0.309 |        0.440 |        0.749
       0.325 |        0.459 |        0.784
       0.298 |        0.463 |        0.761
       0.295 |        0.474 |        0.769
       0.330 |        0.525 |        0.856
       0.341 |        0.449 |        0.790
       0.273 |        0.466 |        0.739
       0.326 |        0.489 |        0.815
       0.264 |        0.452 |        0.716
       0.233 |        0.432 |        0.665
       0.297 |        0.461 |        0.758
       0.320 |        0.450 |        0.770
       0.367 |        0.486 |        0.853
       0.279 |        0.338 |        0.617
       0.278 |        0.444 |        0.722
       0.349 |        0.445 |        0.795
       0.241 |        0.442 |        0.683
       0.343 |        0.438 |        0.781
       0.306 |        0.504 |        0.810
       0.415 |        0.448 |        0.863
       0.206 |        0.534 |        0.740
       0.310 |        0.419 |        0.729
       0.229 |        0.466 |        0.695
       0.194 |        0.802 |        0.996
       0.331 |        0.494 |        0.825
       0.296 |        0.364 |        0.660
       0.413 |        0.490 |        0.902
       0.266 |        0.592 |        0.858
       0.353 |        0.474 |        0.827
       0.316 |        0.463 |        0.779
       0.326 |        0.471 |        0.797
       0.346 |        0.486 |        0.832
       0.352 |        0.509 |        0.861
       0.316 |        0.568 |        0.884
       0.377 |        0.499 |        0.876
       0.273 |        0.509 |        0.782
       0.209 |        0.842 |        1.051
       0.409 |        0.429 |        0.838
       0.324 |        0.440 |        0.764
       0.270 |        0.448 |        0.718
       0.361 |        0.432 |        0.793
       0.292 |        0.482 |        0.774
       0.354 |        0.425 |        0.779
       0.274 |        0.423 |        0.696
       0.344 |        0.422 |        0.766
       0.328 |        0.420 |        0.748
       0.295 |        0.444 |        0.739
       0.322 |        0.363 |        0.685
       0.301 |        0.437 |        0.738
       0.335 |        0.573 |        0.908
       0.335 |        0.497 |        0.833
       0.283 |        0.585 |        0.867
       0.271 |        0.469 |        0.740
       0.248 |        0.415 |        0.663
       0.314 |        0.416 |        0.730
       0.314 |        0.417 |        0.731
       0.332 |        0.484 |        0.816
       0.457 |        0.455 |        0.912
       0.310 |        0.460 |        0.770
       0.332 |        0.474 |        0.806
       0.392 |        0.370 |        0.762
       0.430 |        0.437 |        0.867
       0.346 |        0.403 |        0.749
       0.393 |        0.377 |        0.770
       0.275 |        0.443 |        0.718
       0.310 |        0.379 |        0.689
       0.435 |        0.413 |        0.848
       0.286 |        0.249 |        0.535
       0.275 |        0.404 |        0.678
       0.368 |        0.437 |        0.805
       0.212 |        0.281 |        0.493
       0.280 |        0.244 |        0.524
       0.311 |        0.428 |        0.739
       0.320 |        0.348 |        0.668
       0.305 |        0.475 |        0.780
       0.307 |        0.376 |        0.684
       0.377 |        0.418 |        0.796
       0.239 |        0.415 |        0.654
       0.309 |        0.410 |        0.719
       0.341 |        0.308 |        0.649
       0.287 |        0.379 |        0.665
       0.333 |        0.434 |        0.767
       0.273 |        0.283 |        0.557
       0.300 |        0.382 |        0.682
       0.408 |        0.432 |        0.840
       0.353 |        0.358 |        0.711
       0.298 |        0.369 |        0.668
       0.284 |        0.318 |        0.602
       0.318 |        0.442 |        0.760
       0.344 |        0.310 |        0.654
       0.334 |        0.446 |        0.780
       0.333 |        0.351 |        0.685
       0.264 |        0.257 |        0.521
       0.302 |        0.389 |        0.691
       0.266 |        0.284 |        0.550
       0.213 |        0.442 |        0.655
       0.327 |        0.416 |        0.743
       0.255 |        0.345 |        0.600
       0.358 |        0.434 |        0.792
       0.269 |        0.303 |        0.572
       0.301 |        0.265 |        0.566
       0.286 |        0.262 |        0.548
       0.290 |        0.302 |        0.591
       0.396 |        0.412 |        0.808
       0.342 |        0.438 |        0.780
       0.364 |        0.413 |        0.777
       0.316 |        0.420 |        0.736
       0.389 |        0.408 |        0.797
       0.362 |        0.346 |        0.708
       0.339 |        0.437 |        0.777
       0.285 |        0.289 |        0.574
       0.289 |        0.251 |        0.540
       0.267 |        0.375 |        0.642
       0.307 |        0.262 |        0.568
       0.296 |        0.308 |        0.604
       0.303 |        0.424 |        0.727
       0.257 |        0.271 |        0.529
       0.412 |        0.243 |        0.654
       0.356 |        0.356 |        0.713
       0.365 |        0.330 |        0.695
       0.582 |        0.243 |        0.825
       0.360 |        0.299 |        0.659
       0.269 |        0.273 |        0.542
       0.297 |        0.305 |        0.602
       0.297 |        0.275 |        0.572
       0.336 |        0.331 |        0.667
       0.277 |        0.311 |        0.588
       0.279 |        0.348 |        0.627
       0.349 |        0.242 |        0.590
       0.341 |        0.288 |        0.630
       0.309 |        0.388 |        0.697
       0.208 |        0.246 |        0.454
       0.280 |        0.235 |        0.515
       0.321 |        0.228 |        0.549
       0.311 |        0.293 |        0.603
       0.328 |        0.247 |        0.575
       0.259 |        0.271 |        0.530
       0.368 |        0.311 |        0.679
       0.280 |        0.258 |        0.538
       0.342 |        0.295 |        0.637
       0.395 |        0.423 |        0.818
       0.336 |        0.236 |        0.572
       0.319 |        0.298 |        0.616
       0.352 |        0.388 |        0.740
       0.319 |        0.327 |        0.647
       0.290 |        0.271 |        0.561
       0.281 |        0.347 |        0.628
       0.266 |        0.309 |        0.576
       0.173 |        0.296 |        0.470
       0.269 |        0.247 |        0.517
       0.269 |        0.275 |        0.543
       0.350 |        0.349 |        0.699
       0.267 |        0.272 |        0.539
       0.218 |        0.234 |        0.452
       0.291 |        0.383 |        0.673
       0.349 |        0.321 |        0.669
       0.352 |        0.289 |        0.641
       0.340 |        0.321 |        0.661
       0.316 |        0.301 |        0.617
       0.342 |        0.247 |        0.589
       0.241 |        0.480 |        0.721
       0.327 |        0.311 |        0.638
       0.274 |        0.272 |        0.546
       0.260 |        0.255 |        0.516
       0.300 |        0.317 |        0.618
       0.336 |        0.283 |        0.619
       0.379 |        0.292 |        0.671
       0.257 |        0.309 |        0.565
       0.242 |        0.257 |        0.499
       0.246 |        0.269 |        0.514
       0.313 |        0.261 |        0.574
       0.289 |        0.226 |        0.515
       0.357 |        0.319 |        0.676
       0.252 |        0.379 |        0.631
       0.394 |        0.346 |        0.740
       0.333 |        0.312 |        0.644
       0.318 |        0.393 |        0.711
       0.259 |        0.283 |        0.542
       0.386 |        0.331 |        0.716
       0.299 |        0.283 |        0.582
       0.328 |        0.311 |        0.639
       0.679 |        0.240 |        0.918
       0.318 |        0.413 |        0.731
       0.222 |        0.266 |        0.488
       0.329 |        0.420 |        0.749
       0.232 |        0.431 |        0.662
       0.266 |        0.299 |        0.565
       0.244 |        0.328 |        0.572
       0.198 |        0.281 |        0.479
       0.284 |        0.244 |        0.528
       0.371 |        0.390 |        0.761
       0.273 |        0.346 |        0.620
       0.338 |        0.294 |        0.632
       0.302 |        0.267 |        0.568
       0.373 |        0.250 |        0.624
       0.293 |        0.394 |        0.688
       0.232 |        0.285 |        0.517
       0.343 |        0.271 |        0.615
       0.275 |        0.318 |        0.594
       0.303 |        0.255 |        0.558
       0.313 |        0.325 |        0.637
       0.352 |        0.241 |        0.593
       0.314 |        0.362 |        0.676
