  QueueTimes | ServiceTimes | SojournTimes

       0.347 |        0.292 |        0.639
       0.327 |        0.315 |        0.642
       0.381 |        0.439 |        0.820
       0.413 |        0.330 |        0.743
       0.296 |        0.422 |        0.719
       0.451 |        0.636 |        1.087
       0.306 |        0.308 |        0.614
       0.488 |        0.453 |        0.941
       0.311 |        0.291 |        0.602
       0.330 |        0.294 |        0.623
       0.291 |        0.432 |        0.723
       0.399 |        0.449 |        0.849
       0.339 |        0.424 |        0.762
       0.345 |        0.457 |        0.802
       0.291 |        0.421 |        0.712
       0.294 |        0.367 |        0.661
       0.357 |        0.423 |        0.780
       0.403 |        0.468 |        0.871
       0.312 |        0.353 |        0.665
       0.256 |        0.381 |        0.637
       0.387 |        0.447 |        0.834
       0.352 |        0.474 |        0.826
       0.322 |        0.380 |        0.702
       0.251 |        0.379 |        0.630
       0.292 |        0.415 |        0.707
       0.332 |        0.467 |        0.799
       0.440 |        0.724 |        1.164
       0.384 |        0.401 |        0.785
       0.323 |        0.339 |        0.661
       0.245 |        0.286 |        0.531
       0.332 |        0.391 |        0.723
       0.341 |        0.365 |        0.707
       0.336 |        0.427 |        0.763
       0.374 |        0.322 |        0.696
       0.377 |        0.365 |        0.742
       0.341 |        0.305 |        0.646
       0.323 |        0.280 |        0.603
       0.421 |        0.413 |        0.835
       0.377 |        0.293 |        0.670
       0.348 |        0.300 |        0.647
       0.391 |        0.429 |        0.820
       0.304 |        0.326 |        0.631
       0.378 |        0.284 |        0.662
       0.372 |        0.379 |        0.751
       0.298 |        0.285 |        0.584
       0.249 |        0.295 |        0.544
       0.401 |        0.359 |        0.760
       0.278 |        0.374 |        0.652
       0.412 |        0.423 |        0.835
       0.306 |        0.290 |        0.597
       0.350 |        0.402 |        0.752
       0.364 |        0.423 |        0.787
       0.368 |        0.384 |        0.752
       0.268 |        0.407 |        0.676
       0.366 |        0.293 |        0.660
       0.333 |        0.397 |        0.730
       0.380 |        0.409 |        0.789
       0.287 |        0.297 |        0.584
       0.420 |        0.381 |        0.801
       0.303 |        0.387 |        0.690
       0.354 |        0.426 |        0.780
       0.401 |        0.446 |        0.847
       0.327 |        0.307 |        0.634
       0.412 |        0.382 |        0.794
       0.382 |        0.410 |        0.792
       0.408 |        0.403 |        0.811
       0.400 |        0.431 |        0.830
       0.386 |        0.383 |        0.769
       0.338 |        0.305 |        0.644
       0.322 |        0.435 |        0.758
       0.353 |        0.331 |        0.684
       0.330 |        0.304 |        0.634
       0.409 |        0.289 |        0.698
       0.394 |        0.358 |        0.752
       0.299 |        0.396 |        0.695
       0.345 |        0.412 |        0.757
       0.327 |        0.408 |        0.735
       0.343 |        0.392 |        0.735
       0.418 |        0.330 |        0.748
       0.269 |        0.306 |        0.575
       0.306 |        0.419 |        0.725
       0.315 |        0.405 |        0.720
       0.322 |        0.446 |        0.768
       0.455 |        0.409 |        0.864
       0.418 |        0.392 |        0.810
       0.410 |        0.419 |        0.829
       0.373 |        0.388 |        0.761
       0.378 |        0.310 |        0.688
       0.403 |        0.377 |        0.780
       0.300 |        0.369 |        0.668
       0.398 |        0.383 |        0.781
       0.396 |        0.372 |        0.768
       0.329 |        0.334 |        0.663
       0.318 |        0.303 |        0.621
       0.344 |        0.386 |        0.730
       0.344 |        0.364 |        0.708
       0.316 |        0.366 |        0.683
       0.384 |        0.303 |        0.687
       0.372 |        0.415 |        0.787
       0.369 |        0.300 |        0.668
