  QueueTimes | ServiceTimes | SojournTimes

    9764.251 |        1.940 |     9766.191
    9765.251 |        2.359 |     9767.609
    9765.398 |        3.014 |     9768.412
    9764.697 |        2.869 |     9767.566
    9766.746 |        2.512 |     9769.257
    9769.043 |        1.853 |     9770.896
    9764.890 |        1.598 |     9766.488
    9766.259 |        3.145 |     9769.404
    9769.290 |        2.339 |     9771.629
    9770.327 |        2.640 |     9772.967
    9772.865 |        2.311 |     9775.176
    9773.506 |        2.336 |     9775.842
    9775.782 |        2.001 |     9777.784
    9774.323 |        2.654 |     9776.977
    9775.526 |        1.898 |     9777.424
    9771.658 |        2.022 |     9773.680
    9769.880 |        2.683 |     9772.563
    9766.735 |        1.987 |     9768.723
    9768.615 |        2.206 |     9770.820
    9767.157 |        1.972 |     9769.129
    9768.979 |        2.462 |     9771.441
    9769.184 |        2.046 |     9771.230
    9771.610 |        2.391 |     9774.001
    9771.774 |        2.534 |     9774.308
    9774.296 |        2.700 |     9776.996
    9775.480 |        2.989 |     9778.469
    9777.190 |        1.984 |     9779.174
    9778.330 |        2.403 |     9780.733
    9780.191 |        1.877 |     9782.068
    9781.451 |        2.284 |     9783.735
    9779.880 |        1.978 |     9781.859
    9778.182 |        2.414 |     9780.597
    9775.591 |        1.921 |     9777.512
    9777.307 |        1.522 |     9778.829
    9778.107 |        2.405 |     9780.512
    9779.492 |        2.766 |     9782.257
    9782.015 |        1.818 |     9783.833
    9782.005 |        2.227 |     9784.232
    9781.108 |        2.289 |     9783.397
    9781.659 |        1.840 |     9783.500
    9783.374 |        2.405 |     9785.779
    9783.346 |        1.881 |     9785.227
    9781.566 |        2.507 |     9784.073
    9780.718 |        1.991 |     9782.710
    9781.399 |        1.661 |     9783.060
    9779.277 |        3.027 |     9782.304
    9780.587 |        2.579 |     9783.166
    9783.582 |        3.089 |     9786.671
    9780.767 |        4.046 |     9784.813
    9781.707 |        3.093 |     9784.800
    9784.053 |        2.927 |     9786.980
    9785.772 |        2.160 |     9787.932
    9785.864 |        4.243 |     9790.107
    9789.354 |        3.463 |     9792.817
    9791.026 |        2.828 |     9793.854
    9791.783 |        2.234 |     9794.016
    9790.316 |        2.910 |     9793.226
    9790.146 |        3.192 |     9793.338
    9792.532 |        2.392 |     9794.924
    9791.226 |        2.753 |     9793.979
    9792.166 |        2.061 |     9794.226
    9793.543 |        2.519 |     9796.062
    9792.373 |        1.914 |     9794.287
    9793.556 |        2.506 |     9796.063
    9795.604 |        2.456 |     9798.060
    9798.114 |        3.719 |     9801.833
    9797.042 |        2.951 |     9799.993
    9795.506 |        3.835 |     9799.341
    9797.940 |        5.242 |     9803.182
    9799.362 |        4.374 |     9803.736
    9803.080 |        3.261 |     9806.341
    9804.265 |        2.217 |     9806.482
    9803.767 |        2.611 |     9806.378
    9803.907 |        1.993 |     9805.900
    9803.132 |        3.142 |     9806.273
    9806.662 |        1.984 |     9808.646
    9800.647 |        3.176 |     9803.823
    9803.687 |        2.397 |     9806.084
    9805.516 |        2.625 |     9808.141
    9807.229 |        2.957 |     9810.186
    9804.080 |        2.972 |     9807.052
    9806.939 |        3.417 |     9810.356
    9810.402 |        3.145 |     9813.547
    9812.716 |        2.330 |     9815.045
    9814.471 |        1.976 |     9816.447
