  QueueTimes | ServiceTimes | SojournTimes

       0.291 |        2.531 |        2.822
       1.594 |        6.527 |        8.121
       0.345 |        2.822 |        3.167
       0.441 |        4.024 |        4.464
       0.401 |        2.342 |        2.742
       0.277 |        2.038 |        2.316
       0.439 |        3.813 |        4.252
       0.234 |        1.197 |        1.431
       0.327 |        1.343 |        1.670
       0.315 |        1.800 |        2.115
       0.405 |        2.670 |        3.075
       0.342 |        1.646 |        1.987
       0.299 |        1.483 |        1.782
       0.249 |        1.796 |        2.044
       0.326 |        3.302 |        3.628
       0.266 |        3.069 |        3.334
       1.187 |        1.324 |        2.511
       0.256 |        2.198 |        2.455
       0.246 |        3.293 |        3.538
       0.358 |        1.629 |        1.988
       0.403 |        3.373 |        3.776
       0.294 |        2.097 |        2.391
       0.287 |        1.442 |        1.729
       0.299 |        2.240 |        2.540
       0.208 |        1.827 |        2.035
       0.316 |        1.369 |        1.685
       0.356 |        2.330 |        2.686
       1.970 |        2.114 |        4.084
       0.318 |        3.770 |        4.089
       0.336 |        1.535 |        1.871
       0.271 |        1.987 |        2.258
       0.333 |        1.640 |        1.973
       0.294 |        1.643 |        1.937
       0.238 |        2.601 |        2.839
       0.268 |        1.254 |        1.521
       0.778 |        1.536 |        2.314
       0.239 |        1.074 |        1.313
       0.314 |        2.732 |        3.046
       1.712 |        1.715 |        3.427
       0.294 |        2.135 |        2.429
       0.268 |        1.149 |        1.418
       0.219 |        2.000 |        2.219
       0.189 |        5.086 |        5.275
       0.242 |        2.154 |        2.396
       1.326 |        3.004 |        4.330
       0.263 |        2.985 |        3.248
       0.275 |        2.009 |        2.283
       0.358 |        5.759 |        6.117
       0.382 |        3.038 |        3.419
       0.366 |        2.131 |        2.498
       0.441 |        2.507 |        2.948
       1.044 |        2.552 |        3.596
       3.377 |        5.465 |        8.842
       7.777 |        5.801 |       13.578
       6.368 |        1.506 |        7.874
       0.439 |        3.162 |        3.601
       0.395 |        2.449 |        2.844
       0.320 |        2.273 |        2.593
       0.319 |        2.477 |        2.796
       0.382 |        4.074 |        4.456
       1.683 |        1.865 |        3.548
       0.325 |        2.438 |        2.762
       0.356 |        6.148 |        6.505
       0.320 |        2.175 |        2.495
       0.206 |        1.199 |        1.406
       0.344 |        6.138 |        6.483
       2.956 |        1.840 |        4.796
       0.452 |        3.231 |        3.682
       0.316 |        2.267 |        2.582
       0.403 |        2.588 |        2.991
       0.344 |        3.378 |        3.722
       0.298 |        2.143 |        2.441
       0.379 |        2.558 |        2.937
       0.447 |        5.226 |        5.673
       0.411 |        2.975 |        3.386
       0.365 |        2.657 |        3.022
       0.279 |        1.824 |        2.103
       1.803 |        4.100 |        5.903
       2.578 |        3.430 |        6.009
       0.936 |        3.085 |        4.021
       0.989 |        5.306 |        6.295
       6.173 |        2.175 |        8.348
       0.362 |        7.386 |        7.748
       2.339 |        2.714 |        5.052
       0.302 |        5.539 |        5.841
       0.292 |        2.103 |        2.394
       0.367 |        3.022 |        3.389
       0.300 |        1.583 |        1.883
       0.293 |        3.110 |        3.404
       0.300 |        2.008 |        2.308
       0.396 |        2.885 |        3.280
       0.317 |        2.590 |        2.907
       0.394 |        4.550 |        4.944
       0.296 |        2.460 |        2.757
       2.264 |        6.429 |        8.694
       0.339 |        6.188 |        6.527
       0.328 |        1.797 |        2.124
       0.332 |        1.299 |        1.631
       0.281 |        2.118 |        2.399
       0.316 |        1.779 |        2.095
       0.327 |        2.096 |        2.423
       0.380 |        3.746 |        4.126
       0.386 |        1.916 |        2.302
       0.340 |        2.469 |        2.809
       1.567 |        2.416 |        3.983
       0.395 |        2.928 |        3.323
       0.325 |        1.207 |        1.532
       1.443 |        4.278 |        5.722
       5.919 |        1.537 |        7.457
       0.746 |        1.655 |        2.402
       0.767 |        3.297 |        4.063
       0.337 |        6.504 |        6.841
       0.463 |        5.884 |        6.348
       0.454 |        2.970 |        3.424
       0.561 |        3.219 |        3.780
       0.416 |        4.744 |        5.161
       0.671 |        6.541 |        7.212
       1.487 |        2.944 |        4.431
       1.112 |        1.974 |        3.085
       0.445 |        6.120 |        6.565
       0.399 |        3.398 |        3.797
       0.482 |        6.128 |        6.610
       0.344 |        5.813 |        6.156
       0.443 |        2.744 |        3.187
       0.373 |        4.864 |        5.238
       2.341 |        2.447 |        4.787
       0.688 |        4.933 |        5.622
       3.234 |        5.302 |        8.536
       7.663 |        4.790 |       12.453
       0.353 |        5.800 |        6.153
       0.448 |        3.988 |        4.436
       0.363 |        7.367 |        7.730
       0.368 |        5.186 |        5.553
       1.737 |        4.896 |        6.633
       0.955 |        7.160 |        8.115
       5.461 |        2.586 |        8.046
       5.695 |        2.617 |        8.312
       0.495 |        7.165 |        7.660
       0.426 |        2.680 |        3.106
       0.397 |        2.820 |        3.217
       0.360 |        3.162 |        3.522
       0.469 |        6.320 |        6.789
       6.702 |        1.968 |        8.670
       0.439 |        2.976 |        3.414
       0.546 |        2.617 |        3.164
       0.456 |        2.667 |        3.123
       0.417 |        5.063 |        5.480
       0.415 |        4.635 |        5.050
       0.372 |        2.551 |        2.922
       0.451 |        3.928 |        4.379
       7.177 |        9.502 |       16.679
       8.853 |        2.707 |       11.561
       1.149 |        3.063 |        4.212
       0.455 |        3.063 |        3.517
       0.321 |        2.668 |        2.989
       0.462 |        4.930 |        5.392
       3.582 |        4.535 |        8.117
       1.800 |        6.055 |        7.855
       0.467 |        5.366 |        5.833
       0.363 |        3.441 |        3.805
       2.505 |        2.361 |        4.866
       0.437 |        7.169 |        7.607
       3.407 |        4.145 |        7.552
       1.296 |        4.382 |        5.677
       5.417 |        5.675 |       11.092
       0.418 |        6.288 |        6.706
       3.083 |        1.310 |        4.393
       1.125 |        2.727 |        3.852
       0.321 |        4.919 |        5.241
       0.587 |        2.242 |        2.829
       1.175 |       12.437 |       13.612
       0.820 |        5.328 |        6.148
       2.083 |        2.562 |        4.644
       0.312 |        4.037 |        4.349
       0.336 |        6.613 |        6.949
       0.490 |        7.190 |        7.680
       7.184 |        3.968 |       11.152
       0.438 |        3.475 |        3.912
       0.311 |        4.723 |        5.034
       0.326 |        3.768 |        4.095
       0.399 |        6.821 |        7.220
       4.412 |        2.197 |        6.609
       4.059 |        4.921 |        8.980
       5.658 |        5.597 |       11.255
       0.371 |        3.779 |        4.150
       0.390 |        6.633 |        7.023
       0.423 |        2.611 |        3.033
       0.400 |        2.593 |        2.993
       0.430 |        4.904 |        5.334
       1.395 |        4.095 |        5.490
       0.587 |        2.810 |        3.397
       0.428 |        7.600 |        8.028
       0.446 |        2.487 |        2.933
       0.490 |        4.489 |        4.979
       0.421 |        6.332 |        6.753
       1.787 |        4.082 |        5.869
       4.131 |        6.282 |       10.412
       0.373 |        3.572 |        3.944
       0.523 |        9.270 |        9.793
       1.908 |        6.950 |        8.857
       0.407 |        3.752 |        4.159
       1.311 |        5.680 |        6.991
       1.574 |        4.188 |        5.762
       0.359 |        4.289 |        4.648
       0.455 |        4.647 |        5.102
       0.983 |        6.409 |        7.391
       0.317 |        7.068 |        7.385
       0.399 |        2.487 |        2.886
       0.404 |        2.204 |        2.609
       0.478 |        7.313 |        7.791
       1.290 |        6.117 |        7.407
       1.259 |        6.320 |        7.579
       0.405 |        3.344 |        3.749
       0.376 |        2.605 |        2.981
       0.475 |        3.372 |        3.847
       0.345 |        2.435 |        2.780
       2.334 |        6.673 |        9.007
       1.400 |        2.772 |        4.173
       1.555 |        3.127 |        4.682
       1.636 |        2.378 |        4.014
       1.975 |        7.723 |        9.698
       0.489 |        2.520 |        3.009
       1.355 |        2.562 |        3.917
       3.801 |        2.271 |        6.072
       0.431 |        3.285 |        3.715
       0.334 |        8.465 |        8.799
       7.289 |        2.640 |        9.930
       0.306 |        3.740 |        4.047
       0.403 |        2.584 |        2.988
       0.516 |        3.035 |        3.551
       0.600 |        4.491 |        5.091
       0.484 |        7.697 |        8.181
       0.336 |        2.896 |        3.232
       0.390 |        3.451 |        3.841
       0.625 |        5.437 |        6.062
       1.309 |        1.848 |        3.157
       0.374 |        2.112 |        2.486
       0.998 |        3.662 |        4.660
       1.166 |        6.989 |        8.155
       1.019 |        3.510 |        4.529
       3.407 |        3.032 |        6.439
       3.134 |        5.135 |        8.269
       0.492 |        3.236 |        3.727
       0.389 |        5.578 |        5.968
       1.765 |        8.804 |       10.570
       6.192 |        4.381 |       10.573
       5.404 |        3.014 |        8.418
       0.460 |        5.512 |        5.973
       0.561 |       10.695 |       11.256
       6.650 |        2.674 |        9.324
       2.834 |        1.973 |        4.807
       1.973 |        6.757 |        8.729
       2.090 |        4.776 |        6.866
       5.670 |        2.643 |        8.313
       0.268 |        4.838 |        5.106
       0.409 |        8.370 |        8.778
       0.443 |        5.243 |        5.686
       0.312 |        3.741 |        4.053
       1.571 |        3.906 |        5.477
       1.662 |       12.076 |       13.738
      10.692 |        2.559 |       13.251
       9.766 |        3.477 |       13.243
       0.738 |        5.416 |        6.154
       0.687 |        4.283 |        4.970
       0.402 |        9.501 |        9.903
       1.176 |        4.535 |        5.710
       4.174 |        3.769 |        7.943
       0.517 |        7.573 |        8.091
       0.627 |        5.747 |        6.373
       0.344 |        4.533 |        4.878
       0.464 |        5.722 |        6.185
       0.434 |        3.443 |        3.877
       1.942 |        5.442 |        7.384
       0.254 |        2.613 |        2.867
       0.394 |        3.080 |        3.474
       0.448 |        6.395 |        6.843
       0.616 |        3.118 |        3.735
       0.395 |        5.334 |        5.729
       4.178 |        6.130 |       10.308
       1.218 |        7.022 |        8.240
       0.443 |        3.968 |        4.412
       1.402 |        2.446 |        3.848
       0.477 |        2.620 |        3.097
       0.577 |        1.934 |        2.510
       1.739 |        4.942 |        6.681
       1.309 |        5.007 |        6.317
       0.394 |        7.855 |        8.249
       1.773 |        2.280 |        4.054
       0.378 |        6.844 |        7.222
       0.468 |        6.898 |        7.366
       1.047 |        7.161 |        8.208
       1.366 |        2.857 |        4.223
       1.143 |        2.346 |        3.488
       0.649 |        3.418 |        4.067
       1.606 |        1.985 |        3.591
       7.555 |        3.821 |       11.376
       4.386 |        5.108 |        9.494
       4.933 |        3.769 |        8.702
       7.434 |        4.693 |       12.127
       0.798 |        2.367 |        3.165
       0.881 |        1.715 |        2.597
       0.410 |        9.207 |        9.616
       0.370 |        2.557 |        2.927
       0.261 |        6.694 |        6.955
       1.177 |        9.045 |       10.222
       1.463 |        6.418 |        7.880
       2.058 |        6.594 |        8.653
       5.154 |        5.192 |       10.346
       1.431 |       14.391 |       15.821
       1.459 |        4.833 |        6.292
       5.944 |        8.866 |       14.809
      14.232 |        6.788 |       21.020
      13.050 |        6.906 |       19.956
      15.595 |        2.683 |       18.278
       1.880 |        8.568 |       10.448
       9.630 |        9.629 |       19.259
      15.118 |        5.446 |       20.564
      15.692 |        2.397 |       18.088
      15.814 |        1.986 |       17.801
      14.014 |        3.453 |       17.468
       0.249 |        2.817 |        3.066
       0.354 |        3.753 |        4.107
       1.932 |        5.285 |        7.216
       1.579 |        3.641 |        5.219
       2.836 |       15.107 |       17.943
       1.340 |        2.990 |        4.329
       0.263 |        1.401 |        1.664
       2.271 |        4.459 |        6.730
       1.791 |        3.379 |        5.170
       1.921 |        7.184 |        9.105
       1.870 |        2.121 |        3.991
       2.064 |        7.284 |        9.347
       1.782 |        9.796 |       11.578
       5.630 |       16.853 |       22.483
      21.716 |        2.781 |       24.497
      19.561 |        4.581 |       24.141
      17.102 |        2.436 |       19.538
       1.149 |        2.149 |        3.297
       2.207 |        2.714 |        4.921
       3.375 |        3.174 |        6.549
       1.875 |       13.111 |       14.986
       1.806 |        5.257 |        7.063
       1.398 |        6.768 |        8.166
       5.053 |        4.810 |        9.863
       4.903 |       13.066 |       17.969
       4.527 |       11.829 |       16.356
       3.421 |        4.606 |        8.027
       8.870 |        1.681 |       10.551
      14.730 |        2.089 |       16.819
      10.409 |        1.375 |       11.784
      20.744 |        1.983 |       22.727
       6.479 |        2.750 |        9.229
       1.380 |        3.396 |        4.776
       4.812 |        1.145 |        5.957
       5.345 |        1.363 |        6.708
      16.120 |        4.867 |       20.987
       6.919 |        4.165 |       11.083
       0.362 |       35.920 |       36.282
      18.144 |       39.781 |       57.925
      26.606 |       18.495 |       45.101
       8.479 |       13.293 |       21.772
       8.129 |       14.147 |       22.276
      10.758 |        9.231 |       19.989
       6.141 |       10.436 |       16.578
      10.817 |        5.066 |       15.883
      14.949 |       24.813 |       39.762
      22.960 |       56.581 |       79.541
      75.926 |       24.749 |      100.676
      94.285 |       25.127 |      119.413
     110.332 |        6.899 |      117.231
     114.810 |       10.588 |      125.397
     105.436 |        4.716 |      110.152
      90.010 |        4.211 |       94.220
      92.097 |        2.434 |       94.531
      77.735 |        2.822 |       80.557
      80.134 |        4.020 |       84.153
      49.013 |        8.990 |       58.003
      25.750 |        8.119 |       33.870
       2.113 |        7.541 |        9.654
       6.670 |        8.548 |       15.218
       4.295 |       13.580 |       17.875
       4.363 |        8.892 |       13.256
      25.846 |       18.983 |       44.829
      44.937 |       13.754 |       58.691
      56.571 |       14.209 |       70.781
      60.978 |       14.902 |       75.880
      60.957 |       38.844 |       99.801
      86.489 |       18.697 |      105.186
      57.858 |       14.006 |       71.864
      55.819 |       14.940 |       70.759
      65.313 |        1.872 |       67.185
      18.250 |        2.603 |       20.853
       3.532 |        3.139 |        6.671
      14.363 |        2.287 |       16.650
       3.466 |       10.327 |       13.793
      19.175 |        3.082 |       22.258
       7.173 |       18.217 |       25.390
      24.402 |       20.862 |       45.264
      39.533 |        1.901 |       41.434
      26.364 |       15.502 |       41.866
       1.240 |        2.049 |        3.288
       2.539 |        1.883 |        4.422
       2.853 |        3.013 |        5.866
       0.507 |        3.519 |        4.025
      18.939 |        9.262 |       28.201
      23.221 |       17.640 |       40.861
      12.860 |       59.212 |       72.073
      65.738 |       41.001 |      106.739
      90.954 |        2.120 |       93.075
      76.336 |       44.441 |      120.777
     117.704 |        4.004 |      121.709
     116.615 |       41.160 |      157.775
     160.789 |        3.222 |      164.011
     150.840 |       17.271 |      168.111
     147.775 |       32.554 |      180.329
     161.679 |       21.211 |      182.890
     181.579 |       23.146 |      204.725
     203.223 |       12.854 |      216.077
     214.068 |        2.897 |      216.966
     214.516 |        2.801 |      217.317
     134.290 |       13.671 |      147.961
     148.702 |       16.495 |      165.197
     150.707 |        3.291 |      153.998
     127.408 |        3.892 |      131.300
     139.392 |        3.095 |      142.487
     143.674 |        3.766 |      147.440
     139.521 |        3.456 |      142.977
     145.021 |        2.697 |      147.718
     112.228 |        2.939 |      115.166
     114.716 |        5.053 |      119.768
     114.754 |        8.650 |      123.404
     119.932 |       16.881 |      136.813
     150.959 |       31.403 |      182.362
     158.852 |       14.970 |      173.822
      55.293 |       19.057 |       74.349
      64.472 |       22.722 |       87.194
      78.662 |       65.177 |      143.839
     117.313 |       18.891 |      136.203
     136.992 |       14.617 |      151.609
     153.168 |       27.041 |      180.209
     162.318 |       18.949 |      181.268
     154.251 |       17.420 |      171.671
     142.729 |        2.643 |      145.372
     143.482 |       31.814 |      175.297
     146.337 |        2.602 |      148.939
     104.521 |       15.447 |      119.968
     119.652 |       27.468 |      147.121
     139.648 |        2.833 |      142.481
     139.785 |       19.057 |      158.842
     148.123 |       15.678 |      163.802
     161.575 |        2.449 |      164.024
     156.356 |       21.704 |      178.060
     154.138 |       15.671 |      169.810
     164.481 |        2.852 |      167.333
     161.498 |        5.241 |      166.739
     161.854 |        1.032 |      162.886
     142.549 |        0.358 |      142.908
     130.574 |        0.839 |      131.413
     130.460 |        1.499 |      131.960
     130.928 |        2.513 |      133.441
     108.758 |        1.833 |      110.591
      97.290 |        2.903 |      100.193
      96.065 |        2.532 |       98.597
      84.386 |        3.476 |       87.862
      68.518 |        1.233 |       69.750
      68.621 |        3.603 |       72.224
