  QueueTimes | ServiceTimes | SojournTimes

       0.268 |        1.261 |        1.528
       0.265 |        1.884 |        2.148
       0.306 |        0.682 |        0.988
       0.322 |        0.635 |        0.957
       0.216 |        0.532 |        0.748
       0.258 |        0.844 |        1.102
       0.275 |        1.390 |        1.665
       0.212 |        0.407 |        0.619
       0.184 |        0.662 |        0.845
       0.217 |        0.755 |        0.972
       0.196 |        0.570 |        0.766
       0.253 |        0.471 |        0.724
       0.251 |        0.353 |        0.604
       0.252 |        0.897 |        1.149
       0.255 |        1.759 |        2.013
       0.268 |        1.233 |        1.501
       0.289 |        0.753 |        1.042
       0.218 |        1.202 |        1.421
       0.244 |        1.953 |        2.197
       0.249 |        0.628 |        0.877
       0.259 |        1.740 |        1.999
       0.243 |        0.842 |        1.085
       0.238 |        0.419 |        0.657
       0.241 |        1.045 |        1.286
       0.267 |        0.820 |        1.087
       0.219 |        0.670 |        0.889
       0.254 |        0.785 |        1.039
       0.210 |        1.443 |        1.653
       0.213 |        2.126 |        2.339
       0.264 |        0.696 |        0.960
       0.299 |        0.654 |        0.953
       0.155 |        0.514 |        0.669
       0.249 |        0.690 |        0.939
       0.248 |        1.049 |        1.296
       0.259 |        0.529 |        0.787
       0.234 |        0.604 |        0.838
       0.245 |        0.558 |        0.803
       0.249 |        0.542 |        0.791
       0.213 |        0.549 |        0.762
       0.227 |        0.874 |        1.101
       0.188 |        0.487 |        0.675
       0.222 |        0.668 |        0.890
       0.202 |        3.066 |        3.268
       0.237 |        0.790 |        1.027
       0.235 |        0.848 |        1.083
       0.191 |        1.372 |        1.563
       0.258 |        0.864 |        1.122
       0.219 |        1.613 |        1.832
       0.249 |        1.182 |        1.431
       0.225 |        0.630 |        0.855
       0.303 |        0.674 |        0.976
       0.246 |        0.505 |        0.750
       0.213 |        2.285 |        2.498
       0.258 |        2.831 |        3.089
       0.231 |        0.529 |        0.760
       0.283 |        0.534 |        0.817
       0.226 |        0.805 |        1.031
       0.274 |        0.772 |        1.047
       0.303 |        0.805 |        1.108
       0.258 |        1.856 |        2.114
       0.298 |        0.517 |        0.816
       0.265 |        0.793 |        1.057
       0.372 |        3.008 |        3.379
       0.237 |        0.692 |        0.930
       0.199 |        0.302 |        0.501
       0.255 |        3.227 |        3.482
       0.283 |        0.715 |        0.998
       0.248 |        1.050 |        1.299
       0.209 |        0.537 |        0.747
       0.204 |        0.694 |        0.898
       0.239 |        1.246 |        1.486
       0.262 |        0.949 |        1.211
       0.239 |        0.858 |        1.097
       0.244 |        2.292 |        2.535
       0.229 |        1.398 |        1.626
       0.273 |        0.772 |        1.045
       0.292 |        0.817 |        1.109
       0.219 |        1.810 |        2.029
       0.197 |        1.856 |        2.053
       0.258 |        0.997 |        1.255
       0.218 |        2.368 |        2.586
       0.215 |        0.703 |        0.918
       0.308 |        2.577 |        2.885
       0.282 |        0.992 |        1.274
       0.265 |        1.925 |        2.190
       0.325 |        1.273 |        1.598
       0.253 |        1.583 |        1.836
       0.255 |        0.878 |        1.132
       0.259 |        1.883 |        2.142
       0.277 |        0.947 |        1.224
       0.304 |        0.954 |        1.258
       0.331 |        0.890 |        1.221
