  QueueTimes | ServiceTimes | SojournTimes

       0.253 |        1.243 |        1.496
       0.294 |        1.857 |        2.151
       0.252 |        0.698 |        0.950
       0.213 |        0.630 |        0.843
       0.302 |        0.538 |        0.840
       0.263 |        0.798 |        1.062
       0.348 |        1.282 |        1.630
       0.290 |        0.432 |        0.723
       0.257 |        0.683 |        0.940
       0.234 |        0.789 |        1.023
       0.265 |        0.754 |        1.019
       0.294 |        0.628 |        0.923
       0.259 |        0.374 |        0.633
       0.263 |        0.963 |        1.226
       0.382 |        1.816 |        2.197
       0.322 |        1.265 |        1.587
       0.268 |        0.758 |        1.026
       0.230 |        1.186 |        1.416
       0.242 |        1.936 |        2.177
       0.271 |        0.616 |        0.886
       0.266 |        1.718 |        1.984
       0.259 |        0.849 |        1.108
       0.240 |        0.372 |        0.612
       0.232 |        1.049 |        1.281
       0.291 |        0.999 |        1.290
       0.304 |        0.929 |        1.233
       0.272 |        0.802 |        1.074
       0.335 |        1.487 |        1.822
       0.265 |        2.160 |        2.425
       0.278 |        0.618 |        0.896
       0.281 |        0.660 |        0.941
       0.350 |        0.490 |        0.840
       0.283 |        0.900 |        1.184
       0.301 |        1.186 |        1.487
       0.288 |        0.591 |        0.879
       0.271 |        0.599 |        0.870
       0.237 |        0.551 |        0.788
       0.291 |        0.548 |        0.839
       0.238 |        0.531 |        0.769
       0.255 |        0.857 |        1.113
       0.264 |        0.520 |        0.784
       0.258 |        0.726 |        0.984
       0.262 |        3.140 |        3.402
       0.245 |        0.824 |        1.069
       0.259 |        0.796 |        1.055
       0.329 |        1.445 |        1.774
       0.314 |        0.883 |        1.197
       0.262 |        1.607 |        1.868
       0.187 |        1.154 |        1.341
       0.218 |        0.526 |        0.744
       0.261 |        0.661 |        0.922
       0.219 |        0.494 |        0.713
       0.534 |        2.171 |        2.705
       0.262 |        2.636 |        2.899
       0.241 |        0.472 |        0.713
       0.277 |        0.516 |        0.794
       0.225 |        0.743 |        0.968
       0.258 |        0.736 |        0.994
       0.315 |        0.992 |        1.307
       0.185 |        2.069 |        2.254
       0.270 |        0.504 |        0.774
       0.290 |        0.805 |        1.094
       0.290 |        3.036 |        3.326
       0.187 |        0.685 |        0.872
       0.238 |        0.271 |        0.509
       0.258 |        3.196 |        3.454
       0.288 |        0.675 |        0.963
       0.319 |        1.184 |        1.503
       0.248 |        0.573 |        0.821
       0.255 |        0.741 |        0.996
       0.299 |        1.019 |        1.318
       0.664 |        0.650 |        1.314
       0.270 |        0.646 |        0.916
       0.358 |        2.196 |        2.553
       0.262 |        1.070 |        1.332
       0.300 |        0.487 |        0.787
       0.263 |        0.530 |        0.793
       0.299 |        1.512 |        1.811
       0.263 |        1.456 |        1.719
       0.283 |        0.701 |        0.984
       0.284 |        1.861 |        2.145
       0.173 |        0.497 |        0.670
       0.256 |        2.076 |        2.331
       0.213 |        0.652 |        0.865
       0.309 |        1.812 |        2.121
       0.257 |        1.016 |        1.272
       0.234 |        1.117 |        1.351
       0.261 |        0.640 |        0.901
       0.315 |        1.430 |        1.744
       0.278 |        0.732 |        1.011
       0.255 |        0.902 |        1.157
       0.253 |        0.650 |        0.903
       0.254 |        1.592 |        1.847
       0.301 |        0.504 |        0.805
       0.315 |        2.262 |        2.577
       0.196 |        2.296 |        2.491
       0.156 |        0.563 |        0.719
       0.176 |        0.520 |        0.696
       0.183 |        0.576 |        0.759
       0.223 |        0.572 |        0.795
       0.277 |        0.650 |        0.927
       0.175 |        1.476 |        1.651
       0.216 |        0.476 |        0.692
       0.235 |        0.565 |        0.799
       0.248 |        0.801 |        1.049
       0.235 |        0.557 |        0.792
       0.243 |        0.496 |        0.739
       0.238 |        2.750 |        2.988
       0.221 |        0.558 |        0.779
       0.208 |        0.491 |        0.699
       0.260 |        1.964 |        2.224
       0.237 |        3.327 |        3.564
       0.920 |        1.642 |        2.562
       0.185 |        0.662 |        0.847
       0.292 |        0.653 |        0.945
       0.260 |        0.702 |        0.962
       0.290 |        1.932 |        2.222
       0.264 |        0.534 |        0.798
       0.273 |        0.502 |        0.775
       0.297 |        1.874 |        2.171
       0.273 |        0.825 |        1.098
       0.235 |        1.509 |        1.744
       0.314 |        1.355 |        1.669
       0.243 |        0.463 |        0.707
       0.158 |        1.285 |        1.442
       0.289 |        0.621 |        0.910
       0.233 |        1.264 |        1.498
       0.212 |        1.536 |        1.748
       0.257 |        1.589 |        1.846
       0.246 |        1.913 |        2.159
       0.252 |        0.816 |        1.068
       0.270 |        2.240 |        2.510
       0.236 |        1.490 |        1.727
       0.254 |        0.991 |        1.245
