384	6144
4112	8059
8200	9443
8770	9926
13443	3240
2627	693
5157	5392
13004	9801
5137	5332
412	9208
4102	13392
2308	14207
8368	5506
2640	9025
11267	6295
6	10862
5290	2208
9496	6656
774	10805
2564	7810
8720	4368
7236	12934
22	8546
5536	10404
3218	788
2728	8253
88	12444
6787	3851
2186	1724
8326	10925
4608	448
800	5
8384	14373
4352	917
244	13828
642	9924
3776	12647
12328	384
3530	1606
13584	9553
2048	14912
9960	4082
12300	2772
1041	6311
5138	10752
13074	13382
512	13188
1617	13847
8329	8609
10130	2469
128	8732
144	8195
5538	2210
130	5472
0	4481
12717	260
800	1394
8293	8720
200	15404
10305	3136
2162	11137
15238	2180
576	15030
4133	6812
15425	578
2889	7458
450	8772
11552	9084
14496	7971
12292	1026
2242	10247
9232	1065
2072	4170
2189	8340
2052	3
688	4129
2560	3159
432	2728
11920	2229
3394	8194
10240	1742
1857	4097
10096	3098
6436	5682
10144	3808
448	1031
8424	5784
4617	8200
3648	2265
4105	12474
2434	10688
8532	8980
4	6464
615	8357
10140	4961
13218	1317
4768	5138
3201	6314
6571	14374
12754	331
177	304
8472	16119
9858	8370
8966	1042
14536	6
8576	32
4180	6206
4192	5160
3345	13416
9	1516
14470	2117
174	8344
2075	1889
4479	4960
4936	1170
4529	12362
1130	5926
6278	7212
1044	11945
10293	5141
1520	9992
1025	1304
2945	384
568	6165
8516	6456
3597	10377
13900	12392
9216	10313
66	4928
4360	2595
3718	12163
116	480
8212	2312
12416	4149
8258	11018
5797	2055
1960	676
192	10332
8193	10373
9920	9346
1056	14085
18	10808
8210	4960
1	520
1316	8256
2601	14594
2066	3672
8356	2568
1160	452
8739	5183
6161	10409
10752	11425
1630	11552
10375	6840
1031	42
9296	3496
12320	4176
4166	14384
241	16
13056	1806
1224	10945
2112	8326
1024	3365
1283	1104
4448	5860
259	4398
13957	12690
12304	15488
0	561
139	12854
3361	4500
4231	10214
12688	13377
8284	6448
4546	12901
10542	13829
8600	6288
2380	8822
10822	353
10271	2951
32	1112
10373	5144
8240	4159
1282	8405
145	8976
1240	6704
8194	2082
1120	14434
14517	131
2112	5458
9216	11050
4116	6465
8256	2065
10576	5290
11329	9629
9320	3969
12457	5383
9219	10503
6210	12027
2890	1601
10368	7202
304	12937
7009	5157
2584	1825
4108	15379
3332	945
12352	1048
324	8835
15914	1026
4536	2613
7978	13476
2320	346
324	6206
2081	10364
4	2467
1299	14405
88	1040
12	11792
9440	12328
4642	12368
3086	5376
10275	583
4208	15504
1800	1555
4115	11089
7681	5297
5	1937
256	42
898	1568
8740	12288
8202	5760
21	452
12354	746
16162	4968
2541	6277
4425	7714
12369	4867
5498	9989
15120	6219
10240	297
1537	519
8497	8976
3072	413
4	9361
64	13888
10105	1088
8304	1154
1738	1095
6416	8803
7800	1310
2072	15107
6685	1344
3362	627
8214	1201
8196	3840
280	1024
4427	568
4118	9281
10	5464
6452	9794
816	1118
340	3880
1010	4708
8460	52
24	453
388	9744
1026	323
6476	8384
8704	5026
288	12081
2080	10500
6272	8466
9985	9000
3624	1440
392	7218
813	6809
11298	1508
4736	3286
9130	9512
0	12592
8973	5021
4994	3579
7360	6161
10514	3168
9155	13353
6659	2448
2405	2184
6756	7204
4889	1024
496	12288
15360	4866
6419	8580
5296	5177
8352	1528
8864	14707
2528	206
4940	2062
259	15388
3428	8212
320	9768
7176	14354
13440	10561
557	12458
2892	7015
14307	10024
9408	2073
4688	2658
562	3656
532	1152
10796	1966
524	392
9299	4283
9995	676
3113	5388
13261	8722
264	640
4610	11280
12299	5914
14464	6601
13324	1358
4382	7276
259	8497
8249	12304
7681	14340
4176	8364
12612	8291
1992	5317
15106	12168
1281	10946
13339	13660
13130	76
2632	12334
1419	12936
9422	1041
2667	10352
7460	8355
88	7304
13642	2586
896	434
675	15376
4892	4105
2602	5180
4300	11352
10576	1321
7547	12899
3072	13062
4249	8834
11392	8743
14747	6200
410	512
11524	12544
8455	346
9249	753
8644	10240
2448	3211
3648	5124
5520	326
3203	8314
7960	9264
2140	8270
9601	6946
529	868
5160	5513
12672	13128
13714	6425
99	10496
4742	65
4713	3779
4801	13573
14249	13568
14882	7108
4289	2124
5269	15297
8773	7750
1024	3953
4736	10942
4448	1036
1028	196
8281	5540
688	13104
13456	4993
8	6665
2103	5432
4130	712
2179	2364
4096	6548
6904	2273
2529	12704
12321	9316
12816	7681
2624	6170
8228	10944
6604	454
5136	14881
2377	8587
8226	8320
136	5153
770	109
12290	4184
7704	2065
0	4192
2305	2305
3273	2562
514	5312
12697	10499
20	10697
11296	681
8416	229
14407	6737
3230	2320
16	5070
9785	3120
1228	13505
8229	6234
2304	11350
8209	704
7284	9886
128	8733
2344	12896
7827	13833
2213	3086
129	15630
2895	6277
13512	2187
4352	6666
568	9659
264	10160
1112	1736
4160	4674
8772	4182
8322	6433
533	1216
5249	6766
350	13328
603	6369
3634	544
12437	454
9312	12296
744	5976
12322	3308
8198	1412
4391	589
10428	13859
5249	8720
864	2053
9668	3523
7424	5
5778	8373
41	4913
2702	1306
2097	4402
32	15408
1442	9689
4425	5472
1611	461
9330	2131
10754	4624
72	8210
8839	10497
2560	3452
14361	13728
13128	5396
4896	9766
2965	10564
7041	6744
196	8803
9538	1379
5378	3147
5130	607
10341	128
9349	1527
5648	8403
8963	8497
820	6672
6674	9496
3110	12916
6781	5690
14322	1089
196	4183
2844	11265
1546	2048
1829	6512
5184	657
4064	1422
1171	12048
1586	1285
12	5640
11400	154
145	10633
1804	7992
128	13394
539	7320
168	11671
1284	258
4240	10252
6177	32
3252	9482
4178	6834
4625	1100
3080	0
9241	14338
2191	11692
782	13635
6656	1536
6768	5116
5384	12724
556	6345
68	2582
6262	5988
2074	10560
1313	260
130	859
2306	3121
9368	10836
4178	3720
14	3080
2272	9040
3446	142
89	14982
13889	4160
1281	3
4624	15672
12800	8205
1044	386
550	2149
376	115
3118	1338
8250	2432
13121	9316
15905	2118
65	8263
386	14474
1044	11428
11268	19
19	1920
10789	5157
8200	14
514	4400
8290	9028
6177	948
6144	10284
3233	8704
8869	8532
11798	10312
5216	7814
2208	4615
1221	1812
1281	9229
8482	14357
4152	2272
264	164
7443	2565
2192	3826
12065	3202
203	1112
11360	11933
8340	2103
2562	8268
10706	8714
8273	5384
8432	6748
7748	3904
13594	4765
714	516
7194	10432
1844	14288
293	197
2	2048
8512	9400
7329	15480
256	7792
10560	8675
8192	10592
10942	4370
4225	5624
4364	1195
51	5637
3201	2343
6176	9612
8773	806
1219	1185
7232	10332
10258	14464
2083	2321
4673	1923
8250	108
10262	9296
464	6195
7265	10688
420	5552
5014	800
1794	12433
802	5633
9252	1872
10376	385
4096	9697
8424	6696
384	2825
209	6485
4522	6230
5252	8274
4144	4523
6400	3140
337	9237
11530	2148
1346	257
10000	12075
171	13920
9253	9314
454	15252
8456	6991
64	0
3364	7752
12817	3077
2192	10247
4128	1898
4676	8749
3082	7172
0	6340
4210	6482
9004	263
12292	837
5640	9483
14376	1799
37	2666
2258	3104
7682	7239
2	200
5138	353
6384	5521
1812	2008
12826	3036
2064	6450
8784	9220
8002	9476
8461	4651
2819	3221
0	12177
401	146
44	2561
1955	7904
14337	12291
11784	8373
9861	6633
10880	4361
273	9817
9088	537
4794	9768
3092	5880
2410	3328
87	8979
15568	4425
4112	6415
1216	9
6641	981
195	12588
672	713
12	10288
10466	12304
8660	5408
4365	3892
5248	552
834	131
8233	714
8	2392
8313	8731
160	4470
8720	13842
4644	9077
3880	5832
4138	2323
2050	1757
9794	9228
4103	81
2186	12342
2576	209
144	557
11281	9232
9729	1281
3142	2115
8578	12292
166	830
10242	9501
3715	8595
209	355
5208	34
2322	3308
2720	10892
25	4080
416	1124
6479	6276
4208	9738
9856	29
6672	3336
2312	1250
4738	3085
13320	1033
5600	4930
6260	12883
14426	10640
9262	8632
1897	4144
15468	13336
2062	12434
40	9635
6154	2578
8720	6763
2088	4685
11416	4
336	2864
37	11846
3088	9217
4842	6707
432	11285
10152	11777
3170	441
2816	6296
6418	10267
9249	321
9600	8714
2260	235
2083	6354
320	14344
1118	1299
12400	6240
2617	5698
5399	8290
3084	8213
2479	14086
9600	10258
3755	137
12548	1595
11151	1109
15328	9472
7941	8658
4204	9763
536	7210
4804	2400
14604	2144
1728	4103
4224	936
9236	1060
24	2209
3116	8553
266	536
2245	6421
8	4646
276	1442
8833	2088
2496	3208
657	12065
10417	10063
128	15665
1296	3343
3072	14522
12548	10274
2562	14301
5963	2314
12354	14487
2108	13328
9367	608
14848	803
5186	8580
4644	5161
15193	2241
4504	2974
1088	11353
816	8564
516	2368
10373	8195
184	1616
756	520
15472	5606
55	5376
13137	386
354	1142
9792	1336
1696	4148
256	3142
8391	2445
528	4092
24	1252
6214	10452
4258	9740
2560	5556
8192	13104
7472	3884
8718	6464
256	12932
13057	14889
10260	11531
12418	12314
9760	2827
4326	3796
4233	1578
2337	6213
6730	136
66	6018
5778	9030
10368	2081
2821	5326
13200	2572
2708	22
8226	903
1745	9855
8	8787
2560	16161
2608	777
1300	4730
2822	9335
2248	12044
2241	5281
5195	8321
1088	1056
8192	500
716	6424
10944	8688
14340	854
11	4961
5377	9486
5	9560
8644	3584
256	6308
2433	12352
5120	8708
163	144
8532	2660
11536	1072
1548	18
4304	3368
10504	7650
792	7240
14538	8448
5646	14128
282	4488
11092	1536
10	10355
1026	2137
428	2876
83	561
1616	4098
10288	4646
2273	1336
35	4440
1377	8704
260	147
9567	178
10761	8924
8256	4264
82	5527
1604	6752
2048	6144
10514	13508
12896	10298
4176	8513
6250	168
8724	1057
9218	642
1024	45
8224	10453
17	2756
3200	2189
8819	9506
3632	13929
8736	4088
849	6420
220	1312
6488	6802
4681	12355
11	130
3586	13574
8550	107
2438	10511
440	2528
2625	1281
9045	2129
12437	840
10505	13640
1862	418
2688	1056
1296	1285
3117	1126
34	9569
10264	7304
13418	11010
11010	2048
172	611
96	2867
11265	13358
1280	466
6929	5640
8452	4716
4768	788
12301	2689
8198	4613
6302	243
587	2573
9290	4738
1089	1658
2185	5760
776	169
8129	5186
512	2945
242	410
81	3089
4116	10435
12612	160
528	18
8861	794
8329	553
8777	3584
1030	705
5148	10383
2146	13184
14338	757
4176	3616
335	8489
9410	962
9736	598
1024	4166
8912	1417
1301	6906
4201	339
11850	653
340	10168
2085	13569
897	310
14445	4100
11169	8712
15024	836
4098	6250
5589	13888
904	82
10499	14593
5248	6670
6194	1616
280	11639
1401	6921
4107	9574
100	16096
15	785
4990	4231
8985	1364
12364	5636
4097	5728
16	8292
166	556
96	12619
803	13944
11168	66
9290	14645
10565	11287
528	6516
1289	6820
8198	4497
2064	10624
9441	14536
6134	7683
2072	8406
2348	1311
7928	10922
15665	8737
4200	3638
3655	5190
12966	9846
1074	11285
9345	8608
3347	10332
4798	2576
334	912
392	9103
18	1479
6016	8934
12549	13529
1290	8342
1571	2305
9584	7760
2036	12380
8199	14216
12322	5288
8579	3456
13506	4608
6152	2176
18	9245
8332	8860
5904	14272
2275	288
1732	9851
5640	13438
282	10528
3844	1344
714	2169
1102	5550
9988	81
5624	15061
1139	11473
11522	9538
69	2305
5236	1872
4673	8604
1172	7696
4208	8704
148	14922
2755	14340
8962	1291
6592	2070
9345	7296
754	10392
641	5396
12636	10464
6669	14034
521	1792
5257	598
12674	9236
24	8284
8377	115
939	4248
7620	2048
33	8385
4141	4882
13408	7270
2562	10024
1096	7204
14560	960
10249	1088
1293	441
6688	8468
4452	11078
4324	8372
8210	6902
384	3608
4884	883
320	8330
5147	5964
4379	131
4420	4233
9897	8235
2156	1024
46	5154
5658	177
720	4609
13034	1362
167	134
14285	774
13329	3073
12994	9407
80	14462
1671	13315
4644	3554
4710	12209
4780	6297
1050	8451
144	8580
6144	2563
5896	8274
1112	30
2908	41
2048	2132
11264	2035
601	204
1024	11037
19	5218
9531	5050
10883	13353
612	1640
14876	5187
1040	2359
4648	5204
328	3039
5024	12556
14232	5940
1785	934
1904	537
15907	12660
6814	13121
6272	2306
1336	8275
4688	4138
512	3747
11394	8352
6136	691
13456	5824
689	5025
4164	10816
4144	12964
4142	1735
9389	147
9248	772
2211	2323
9252	12815
320	4304
1617	1099
4386	4922
1104	3429
12305	256
2054	1676
5387	290
263	239
3072	817
11268	609
11825	10784
2050	13159
3077	222
3108	135
9249	805
9248	829
1189	8576
14344	14604
1152	1132
4950	626
12801	2065
2120	5209
4801	5185
1760	5583
41	2020
7204	2626
12803	517
28	6724
12193	1136
9794	8608
9991	46
10248	14560
2080	8431
12808	3121
2049	10778
5632	1107
2504	11289
4997	4002
2072	4268
4736	1112
1542	810
6625	9336
3212	16005
51	14253
7200	800
9420	13517
8832	5920
10277	9098
4426	906
8728	12544
3024	2548
9809	1940
523	9808
2753	8464
4410	9605
15365	12878
4608	174
6424	10448
13448	6324
6928	10846
6449	10504
320	10600
150	7217
656	13376
8552	13393
8221	9508
57	474
260	13636
8355	13427
6688	12545
8433	13697
884	9008
6978	1920
4097	10448
822	15361
