22341	16496
4481	15800
25412	5217
8240	13396
16486	27670
1544	9398
17442	5266
8	697
13353	1316
1025	394
306	5456
6216	12817
26642	2340
5377	3590
4680	2824
578	13176
4257	15554
588	8752
20506	11314
16671	15501
17684	27920
13240	29888
2370	124
16772	210
18690	16
8522	9550
20494	25388
2190	15747
4841	913
18817	9444
17391	2065
8244	14414
552	578
240	9123
260	19600
25221	17992
134	4882
16387	6405
4513	31571
4618	8202
20491	2706
8716	33
14437	19082
2051	26904
2048	3440
9358	23558
84	17174
8583	1028
16950	18182
2589	4168
17472	2156
16449	1288
21127	31873
29280	29697
18706	30390
28946	9774
6538	3219
8948	16342
8232	13330
33	1172
694	25426
9240	600
25100	134
18437	1313
11138	16024
2144	18324
5194	6388
672	14496
4628	146
17540	18821
7464	16400
6156	21060
1185	10810
2113	6279
12312	1350
160	4354
28680	264
3088	20557
2177	13777
3224	20033
3112	4106
12288	25354
20752	452
216	4673
11472	21009
24931	14430
2688	14600
9997	8520
133	13669
9217	7506
12818	8273
4	2681
16643	2534
2052	12317
29076	6464
14912	5134
10244	22031
129	19023
2673	4233
14373	17984
10381	19533
64	22572
4675	17477
12289	9221
8320	19080
30212	26
14017	2048
5472	17
2080	8788
2700	21808
6400	11266
25256	1024
17089	3041
527	356
1088	1809
20519	17702
359	17421
8592	5038
12433	18958
2720	31120
9516	138
269	896
19467	8224
26117	8899
4354	24586
9361	3634
22530	5664
20035	8742
8515	20263
19458	1353
7698	14421
123	24737
32	31092
25732	23627
4483	20561
13832	11568
28674	4353
20995	7825
16480	68
5896	162
25	13577
1305	2219
1158	16718
6248	4168
1811	9646
17156	25344
8281	1220
19974	19552
4065	3808
514	13409
5638	24848
6354	6184
4625	18584
524	4376
216	19714
11849	30058
12288	14468
1024	6145
17441	4128
13490	308
8200	14563
8	3135
5072	18538
4678	10278
114	4720
11520	580
2248	1943
4193	2903
107	9560
20	4113
22753	29957
25372	17412
3	28014
9248	4376
2308	27778
25800	17428
4516	19124
17410	13512
21267	2792
16514	876
1245	11560
6736	11624
22693	27595
6032	18720
46	9220
24	20699
9154	926
9025	25893
13520	22688
20480	83
7378	197
20568	16512
7305	12485
2580	9778
10308	3836
2861	19006
8474	2152
16389	2110
2160	31220
12560	193
5638	9762
4112	27808
1668	14534
13448	8848
0	20766
10264	434
8306	31617
7313	1417
20920	2080
1058	22558
11476	5075
1249	30820
536	8299
13572	997
1069	76
24978	11536
4102	6521
14991	2339
145	24628
6153	659
5249	6870
26912	25466
16592	9800
12928	27419
16644	26112
128	26735
22923	8480
6160	184
17514	4560
292	24102
21511	10658
488	27972
4617	20776
7445	3086
4248	9570
3	2310
12309	7344
23054	3414
579	8686
19970	19685
804	416
3092	21090
