106	662
686	514
771	879
912	150
120	539
396	122
689	114
420	520
2	496
324	973
548	565
773	34
196	896
1	181
816	5
16	384
193	389
546	12
472	536
512	596
528	390
806	177
310	939
102	30
644	873
289	382
296	44
146	256
52	279
8	265
76	362
801	609
212	364
633	105
262	282
4	429
513	369
323	846
32	408
514	292
288	641
23	575
56	756
16	544
4	277
32	571
384	778
262	976
64	280
195	257
469	10
264	640
65	553
561	178
296	157
384	1009
800	71
852	441
76	519
146	177
545	912
617	653
689	162
546	40
10	295
41	12
256	24
552	156
519	24
100	274
514	34
256	35
269	722
656	152
590	692
152	618
264	915
520	82
228	25
309	210
166	256
264	98
296	272
746	200
772	581
512	161
144	48
220	295
1	265
4	75
521	40
288	320
906	572
42	49
130	904
524	600
5	449
11	548
72	0
720	128
128	644
264	836
512	1017
545	713
41	16
550	769
38	145
67	56
256	706
224	538
608	82
64	75
147	784
194	409
77	128
524	770
818	228
531	781
17	18
289	82
515	130
545	261
737	84
336	392
512	315
274	336
514	704
97	609
410	288
942	426
84	712
992	271
2	280
172	279
99	288
527	154
17	260
769	288
672	326
647	5
35	112
514	593
594	200
130	128
688	732
643	780
521	32
20	45
112	804
133	775
582	312
553	178
10	273
89	792
560	42
10	8
162	126
556	33
66	236
937	29
289	424
64	534
112	176
1	15
928	369
181	307
74	515
81	420
32	208
566	276
68	545
441	852
18	33
320	350
650	112
720	964
724	648
290	705
800	428
120	672
640	344
0	577
713	38
717	228
129	610
0	712
530	0
236	32
5	125
76	280
105	9
672	221
304	837
548	876
353	519
353	176
12	293
608	13
522	170
875	897
690	16
140	857
97	156
68	359
442	214
260	538
263	575
32	4
194	297
450	400
768	44
151	73
296	848
64	767
325	34
128	17
876	230
128	369
600	40
802	230
519	258
210	608
33	376
683	569
786	138
25	742
896	529
145	525
520	102
32	912
456	788
96	171
36	532
144	227
4	494
384	404
153	10
720	518
112	2
74	934
728	547
32	148
824	264
80	59
137	520
72	12
381	803
554	343
108	130
645	128
0	553
128	1
141	1014
778	337
51	534
528	465
361	389
53	544
141	10
226	896
912	521
38	26
776	464
512	163
64	360
788	256
28	153
192	8
22	960
420	264
884	792
10	673
0	133
144	44
189	49
564	513
594	643
512	354
664	39
161	85
16	642
0	301
544	579
217	386
179	220
53	137
408	786
134	294
275	128
162	443
225	555
800	554
1	698
0	129
417	576
770	522
896	32
518	345
92	269
10	361
6	80
618	79
42	282
0	9
256	326
628	236
218	552
261	660
514	569
645	384
256	406
11	896
12	528
898	932
657	424
204	0
202	388
737	10
768	69
209	665
577	675
904	116
332	96
54	176
192	304
342	14
32	516
262	130
769	554
972	262
432	174
462	180
71	138
8	27
794	8
97	544
42	896
332	203
608	176
131	624
8	769
100	270
4	209
135	554
105	522
641	285
515	3
590	1
72	47
652	30
108	674
520	38
340	513
736	720
282	12
68	624
119	402
672	390
18	47
832	728
0	312
2	778
145	464
194	771
6	261
97	168
322	508
904	520
642	554
244	512
265	911
566	388
595	12
978	448
1	643
512	553
260	11
200	596
774	227
73	287
32	180
1006	586
384	825
68	193
128	792
564	17
528	3
17	3
167	209
596	197
640	526
864	279
100	85
228	35
514	532
10	93
33	530
18	389
289	2
517	121
356	683
144	591
162	352
452	578
44	139
608	527
0	835
546	344
192	978
521	421
34	976
292	194
8	836
402	518
349	325
540	0
164	280
84	73
65	594
523	419
1	521
220	16
548	21
98	569
13	96
388	770
192	305
532	260
6	832
370	116
137	779
905	463
278	41
329	532
256	0
161	128
140	10
449	384
34	67
129	69
128	230
786	34
64	810
139	265
88	36
256	801
386	186
7	401
8	226
774	395
12	40
293	66
324	74
3	868
324	13
642	132
112	38
864	460
323	672
80	156
329	515
179	226
769	677
204	247
868	524
89	665
128	340
145	582
156	780
288	416
333	8
353	64
66	279
34	563
264	327
7	256
849	132
66	25
10	389
850	656
13	130
384	33
288	261
8	573
13	652
552	672
97	138
419	133
258	320
548	100
388	250
357	531
138	292
321	270
689	1000
592	130
257	20
576	65
804	103
738	462
584	141
873	577
33	92
3	123
160	1023
277	169
561	725
456	740
386	794
232	410
256	256
288	65
58	414
14	34
114	164
896	648
267	558
579	554
136	304
260	594
101	834
769	145
4	524
373	74
610	331
146	66
337	105
262	349
529	993
296	185
14	826
384	962
585	128
594	160
548	10
327	672
850	776
38	251
20	339
8	129
105	774
128	98
823	34
133	480
91	5
66	390
513	881
0	213
32	140
260	660
166	548
165	395
160	337
601	532
292	21
44	601
616	520
298	17
70	934
841	702
4	277
600	681
78	394
9	72
595	480
577	460
708	640
8	257
264	192
154	291
515	641
405	385
8	487
147	78
613	352
152	116
328	588
333	56
678	404
41	52
65	280
2	646
36	645
56	844
32	140
376	513
28	66
8	41
160	960
3	201
78	48
283	512
256	60
0	520
920	645
288	836
19	685
309	484
386	101
257	168
281	72
383	73
99	9
472	136
17	156
20	14
294	631
577	592
129	257
9	488
520	974
260	225
518	638
268	488
544	274
480	607
402	76
68	161
640	902
198	60
24	281
880	233
902	280
5	625
544	518
36	344
304	138
786	840
16	64
768	2
81	0
14	89
232	590
321	480
168	520
21	360
261	221
78	97
32	433
0	33
376	651
274	313
21	356
128	537
8	145
760	64
384	899
152	384
199	286
11	596
7	681
221	831
0	155
522	783
132	361
392	258
258	122
516	514
291	369
53	172
27	775
93	352
36	164
288	141
168	326
456	64
640	208
132	109
117	554
290	265
608	44
135	691
962	80
65	113
493	26
177	336
232	577
20	449
14	186
65	371
112	266
512	390
625	652
305	115
184	290
130	393
391	514
36	866
563	530
324	73
13	656
192	422
921	96
52	113
130	113
6	517
1	169
934	17
2	366
60	4
562	665
10	512
160	22
48	281
78	192
114	710
59	401
64	12
643	546
384	162
387	531
257	452
389	15
673	142
295	260
204	36
163	0
177	314
80	110
266	58
130	661
90	295
262	288
70	387
771	565
586	160
132	901
0	72
272	3
192	225
259	144
308	880
16	96
694	692
4	546
258	944
544	422
360	940
644	637
264	168
131	160
900	521
584	8
145	924
930	962
168	245
32	233
258	400
530	225
194	256
422	262
201	307
186	544
826	30
826	538
512	68
40	266
259	712
390	101
669	402
104	912
536	314
13	262
260	33
9	328
314	651
371	785
150	568
193	226
128	326
296	124
456	319
835	128
512	520
5	72
696	84
169	167
34	145
20	713
204	202
966	512
5	513
133	456
768	453
144	913
176	136
16	632
230	768
326	580
872	256
98	595
6	691
0	880
201	265
8	388
225	529
272	520
32	288
83	532
390	616
0	583
133	322
320	144
24	399
320	152
4	80
854	206
282	16
368	591
833	340
176	912
22	333
712	108
144	26
634	386
162	770
203	33
107	8
242	64
609	593
168	378
144	492
6	415
576	19
590	848
910	82
836	50
390	320
38	42
579	64
271	220
768	35
512	276
354	908
808	269
664	56
993	280
546	85
677	1
193	675
35	733
662	400
716	704
993	8
1018	181
257	322
76	710
16	5
260	928
404	32
32	481
323	154
347	616
288	211
266	427
32	598
682	640
1010	776
657	660
53	69
28	24
2	192
272	278
289	206
24	278
392	781
33	468
544	27
17	44
155	71
128	32
132	239
0	768
264	646
256	186
728	565
770	11
512	199
646	840
720	188
130	62
1002	167
272	307
768	345
912	989
576	259
123	712
259	288
537	32
328	768
264	777
0	68
62	848
64	130
87	673
2	256
770	997
46	20
651	590
929	642
55	7
841	128
828	119
10	640
800	912
143	788
128	129
73	450
204	642
372	581
197	608
29	864
25	778
572	97
0	370
548	42
724	192
292	576
110	563
18	267
644	27
849	27
633	109
657	710
19	522
10	452
210	802
513	129
852	272
944	802
158	406
964	130
922	183
596	515
0	878
514	340
320	226
37	118
80	221
48	449
129	834
596	812
133	187
643	866
6	608
161	45
49	967
4	419
320	796
128	596
0	342
80	547
229	533
788	390
648	512
142	67
80	0
154	200
854	389
390	8
149	676
497	60
14	95
417	519
513	413
915	9
981	364
534	458
282	552
513	302
260	259
16	76
41	153
24	104
227	577
769	213
37	863
449	86
568	387
192	289
22	515
320	6
656	8
856	3
162	49
608	62
530	3
64	90
9	756
531	784
586	874
8	208
378	176
663	200
314	18
897	588
56	390
784	110
7	419
35	93
32	16
265	232
925	1
288	98
11	111
34	4
96	789
157	794
88	960
81	132
298	263
131	309
