  QueueTimes | ServiceTimes | SojournTimes

       1.165 |        0.981 |        2.146
       0.296 |        1.282 |        1.577
       0.303 |        1.082 |        1.386
       0.248 |        1.046 |        1.294
       0.220 |        1.093 |        1.313
       0.292 |        1.069 |        1.362
       0.260 |        1.042 |        1.302
       0.218 |        1.060 |        1.278
       0.229 |        1.182 |        1.411
       0.305 |        1.057 |        1.363
       0.295 |        1.139 |        1.434
       0.849 |        0.990 |        1.839
       0.273 |        1.153 |        1.425
       0.254 |        1.083 |        1.338
       0.201 |        1.139 |        1.340
       0.335 |        1.095 |        1.430
       0.280 |        1.066 |        1.346
       0.292 |        1.075 |        1.367
       0.305 |        1.132 |        1.437
       0.238 |        1.121 |        1.359
       0.231 |        1.041 |        1.272
       0.281 |        1.055 |        1.337
       0.229 |        1.105 |        1.334
       0.184 |        1.109 |        1.292
       0.431 |        1.010 |        1.441
       0.237 |        1.128 |        1.366
       0.310 |        1.405 |        1.715
       0.223 |        1.129 |        1.352
       0.273 |        1.090 |        1.363
       0.254 |        1.254 |        1.507
       0.266 |        1.148 |        1.414
       1.075 |        0.990 |        2.065
       0.220 |        1.035 |        1.255
       0.288 |        1.097 |        1.386
       0.255 |        1.052 |        1.308
       0.269 |        1.117 |        1.387
       0.637 |        1.010 |        1.647
       0.311 |        1.048 |        1.359
       0.258 |        1.201 |        1.459
       0.235 |        1.057 |        1.292
       0.558 |        1.144 |        1.702
       1.292 |        1.133 |        2.424
       1.229 |        0.997 |        2.226
       1.889 |        0.979 |        2.868
       0.323 |        1.071 |        1.394
       0.285 |        1.058 |        1.343
       0.258 |        1.050 |        1.307
       0.275 |        1.046 |        1.321
       0.487 |        1.036 |        1.523
       0.216 |        1.050 |        1.266
       0.283 |        1.351 |        1.634
       0.285 |        1.100 |        1.385
       0.253 |        1.052 |        1.305
       0.233 |        1.260 |        1.493
       0.266 |        1.127 |        1.393
       0.283 |        1.056 |        1.339
       0.442 |        1.192 |        1.634
       0.257 |        1.323 |        1.581
       0.250 |        1.103 |        1.353
       0.332 |        1.242 |        1.574
       1.337 |        1.055 |        2.392
       0.250 |        1.193 |        1.442
       0.306 |        1.159 |        1.465
       0.194 |        1.445 |        1.639
       0.404 |        1.116 |        1.520
       0.306 |        1.114 |        1.419
       0.337 |        1.107 |        1.444
       0.389 |        1.050 |        1.439
       0.222 |        1.078 |        1.299
       0.277 |        1.046 |        1.323
       0.257 |        1.059 |        1.316
       0.288 |        1.095 |        1.383
       0.242 |        1.120 |        1.362
       1.000 |        0.993 |        1.993
       0.356 |        1.127 |        1.483
       0.279 |        1.076 |        1.355
       0.279 |        1.049 |        1.328
       0.228 |        1.055 |        1.283
       0.291 |        1.043 |        1.334
       0.324 |        1.054 |        1.379
       0.248 |        1.055 |        1.303
       0.272 |        1.118 |        1.391
       1.234 |        0.986 |        2.221
       0.261 |        1.054 |        1.314
       0.258 |        1.056 |        1.314
       0.316 |        1.028 |        1.344
       0.256 |        1.072 |        1.327
       0.469 |        1.021 |        1.490
       0.277 |        1.063 |        1.340
       0.307 |        1.054 |        1.361
       0.264 |        1.066 |        1.330
       0.255 |        1.050 |        1.305
       0.312 |        1.265 |        1.577
       0.296 |        1.180 |        1.476
       0.348 |        1.105 |        1.453
       0.265 |        1.111 |        1.376
       0.255 |        1.218 |        1.473
       1.227 |        1.011 |        2.238
       1.796 |        1.006 |        2.802
       0.337 |        1.074 |        1.412
       0.290 |        1.113 |        1.404
       0.272 |        1.089 |        1.360
       0.256 |        1.089 |        1.346
       0.252 |        1.054 |        1.307
       0.244 |        1.105 |        1.349
       0.930 |        1.052 |        1.982
       0.830 |        0.987 |        1.817
       0.217 |        1.080 |        1.297
       0.252 |        1.066 |        1.319
       0.261 |        1.258 |        1.519
       0.430 |        1.539 |        1.968
       0.287 |        1.499 |        1.786
       0.250 |        1.092 |        1.342
       0.257 |        1.117 |        1.374
       0.289 |        1.091 |        1.381
       0.217 |        1.065 |        1.282
       0.274 |        1.081 |        1.355
       0.263 |        1.105 |        1.368
       0.298 |        1.185 |        1.483
       0.244 |        1.185 |        1.429
       0.214 |        1.348 |        1.562
       0.226 |        1.091 |        1.317
       0.228 |        1.085 |        1.312
       0.262 |        1.326 |        1.588
       0.265 |        1.080 |        1.345
       0.260 |        1.099 |        1.358
       0.251 |        1.134 |        1.385
       1.095 |        0.973 |        2.068
       0.326 |        1.310 |        1.636
       0.211 |        1.151 |        1.362
       0.219 |        1.106 |        1.325
       0.259 |        1.085 |        1.344
       0.220 |        1.060 |        1.280
       0.280 |        1.308 |        1.589
       0.423 |        1.036 |        1.459
       0.279 |        1.094 |        1.373
       0.237 |        1.238 |        1.475
       0.263 |        1.149 |        1.412
       0.468 |        1.037 |        1.505
       0.330 |        1.096 |        1.426
       0.311 |        1.241 |        1.552
       0.425 |        1.121 |        1.546
       0.260 |        1.046 |        1.307
       0.217 |        1.058 |        1.275
       0.281 |        1.085 |        1.366
       0.277 |        1.076 |        1.353
       0.276 |        1.123 |        1.399
       1.031 |        1.072 |        2.103
       0.308 |        1.097 |        1.405
       0.749 |        1.006 |        1.755
       0.298 |        1.060 |        1.358
       0.226 |        1.106 |        1.332
       0.314 |        1.051 |        1.365
       0.306 |        1.119 |        1.425
       0.331 |        1.418 |        1.749
       0.412 |        1.074 |        1.486
       0.284 |        1.036 |        1.320
       0.274 |        1.058 |        1.332
       0.331 |        1.288 |        1.619
       0.289 |        1.203 |        1.492
       0.348 |        1.200 |        1.548
       0.942 |        1.038 |        1.980
       0.260 |        1.086 |        1.347
       0.260 |        1.125 |        1.386
       0.262 |        1.071 |        1.333
       0.256 |        1.067 |        1.324
       0.288 |        1.217 |        1.505
       0.308 |        1.595 |        1.903
       0.283 |        1.254 |        1.537
       0.236 |        1.169 |        1.405
       0.253 |        1.095 |        1.348
       0.242 |        1.105 |        1.347
       0.314 |        1.109 |        1.423
       0.322 |        1.086 |        1.408
       0.280 |        1.187 |        1.467
       1.477 |        1.060 |        2.538
       1.127 |        1.042 |        2.168
       0.303 |        1.070 |        1.373
       0.317 |        1.078 |        1.395
       0.345 |        1.128 |        1.473
       0.280 |        1.088 |        1.368
       0.717 |        1.068 |        1.785
       1.110 |        1.009 |        2.119
       0.307 |        1.144 |        1.452
       1.071 |        1.004 |        2.075
       0.220 |        1.296 |        1.516
       0.287 |        1.705 |        1.993
       0.186 |        1.422 |        1.609
       0.294 |        1.184 |        1.477
       0.288 |        1.215 |        1.503
       0.294 |        1.098 |        1.392
       0.360 |        1.140 |        1.500
       0.344 |        1.128 |        1.472
       0.356 |        1.102 |        1.458
       0.264 |        1.141 |        1.405
       0.507 |        1.084 |        1.590
       0.264 |        1.143 |        1.407
       0.998 |        1.015 |        2.012
       0.297 |        1.077 |        1.374
       0.317 |        1.112 |        1.430
       0.363 |        1.089 |        1.452
       0.272 |        1.205 |        1.478
       0.505 |        1.063 |        1.568
       0.224 |        1.061 |        1.286
       0.319 |        1.116 |        1.435
       0.338 |        1.093 |        1.431
       0.761 |        1.040 |        1.801
       0.263 |        1.090 |        1.353
       0.293 |        1.095 |        1.388
       0.325 |        1.119 |        1.444
       1.307 |        1.014 |        2.321
       0.346 |        1.096 |        1.442
       0.416 |        1.026 |        1.442
       0.244 |        1.037 |        1.282
       0.278 |        1.060 |        1.338
       0.311 |        1.107 |        1.418
       0.273 |        1.074 |        1.347
       0.331 |        1.054 |        1.385
       0.326 |        1.058 |        1.384
       0.304 |        1.062 |        1.366
       0.291 |        1.153 |        1.444
       0.299 |        1.085 |        1.385
       0.265 |        1.082 |        1.347
       0.335 |        1.092 |        1.427
       0.324 |        1.090 |        1.414
       0.301 |        1.076 |        1.377
       0.334 |        1.105 |        1.439
       0.270 |        1.065 |        1.335
       0.314 |        1.146 |        1.460
       0.615 |        1.066 |        1.681
       0.262 |        1.111 |        1.373
