  QueueTimes | ServiceTimes | SojournTimes

       0.273 |        1.610 |        1.883
       0.274 |        2.235 |        2.509
       0.271 |        0.953 |        1.224
       0.183 |        0.899 |        1.082
       0.246 |        0.806 |        1.052
       0.310 |        0.917 |        1.227
       0.250 |        1.674 |        1.925
       0.234 |        0.691 |        0.925
       0.234 |        1.008 |        1.242
       0.251 |        0.984 |        1.235
       0.373 |        0.867 |        1.240
       0.287 |        0.686 |        0.972
       0.260 |        0.604 |        0.864
       0.235 |        1.199 |        1.434
       0.252 |        2.072 |        2.324
       0.211 |        1.516 |        1.727
       0.217 |        1.102 |        1.319
       0.318 |        1.494 |        1.812
       0.248 |        2.442 |        2.690
       0.313 |        0.918 |        1.231
       0.269 |        2.154 |        2.423
       0.242 |        1.152 |        1.394
       0.242 |        0.615 |        0.857
       0.268 |        1.403 |        1.671
       0.288 |        1.092 |        1.380
       0.299 |        0.965 |        1.264
       0.235 |        0.962 |        1.197
       0.272 |        1.787 |        2.059
       0.250 |        2.572 |        2.822
       0.217 |        0.890 |        1.107
       0.316 |        0.968 |        1.284
       0.214 |        0.732 |        0.946
       0.294 |        0.772 |        1.066
       0.237 |        1.040 |        1.277
       0.241 |        0.818 |        1.058
       0.224 |        0.884 |        1.108
       0.252 |        0.786 |        1.038
       0.302 |        0.758 |        1.060
       0.262 |        0.729 |        0.992
       0.177 |        1.136 |        1.313
       0.241 |        0.767 |        1.008
       0.230 |        0.837 |        1.067
       0.231 |        3.491 |        3.721
       0.259 |        1.085 |        1.344
       0.321 |        0.919 |        1.240
       0.267 |        1.744 |        2.011
       0.305 |        1.176 |        1.481
       0.349 |        2.027 |        2.375
       0.285 |        1.519 |        1.805
       0.265 |        0.848 |        1.113
       0.242 |        0.936 |        1.177
       0.323 |        0.595 |        0.918
       0.190 |        2.622 |        2.811
       0.220 |        3.164 |        3.384
       2.731 |        0.580 |        3.312
       0.278 |        0.795 |        1.072
       0.271 |        1.040 |        1.311
       0.269 |        1.065 |        1.334
       0.293 |        1.070 |        1.363
       0.266 |        2.307 |        2.573
       0.362 |        0.792 |        1.154
       0.281 |        1.163 |        1.443
       0.294 |        3.448 |        3.742
       0.272 |        0.958 |        1.230
       0.284 |        0.505 |        0.789
       0.258 |        3.608 |        3.865
       0.243 |        0.771 |        1.014
       0.316 |        1.339 |        1.655
       0.353 |        0.785 |        1.138
       0.241 |        0.983 |        1.224
       0.236 |        1.103 |        1.339
       0.275 |        0.884 |        1.160
       0.266 |        0.861 |        1.127
       0.217 |        2.352 |        2.569
       0.231 |        1.385 |        1.616
       0.191 |        0.621 |        0.811
       0.261 |        0.733 |        0.995
       0.235 |        1.786 |        2.021
       0.276 |        1.789 |        2.065
       0.295 |        0.973 |        1.268
       0.295 |        2.216 |        2.511
       0.225 |        0.656 |        0.882
       0.170 |        2.507 |        2.677
       0.238 |        0.933 |        1.171
       0.364 |        1.910 |        2.274
       0.288 |        1.191 |        1.480
       0.328 |        1.488 |        1.816
       0.240 |        0.861 |        1.101
       0.249 |        1.781 |        2.029
       0.262 |        1.016 |        1.278
       0.221 |        1.203 |        1.424
       0.297 |        0.916 |        1.213
       0.253 |        1.990 |        2.243
       0.281 |        0.723 |        1.004
       0.282 |        2.680 |        2.962
       0.226 |        1.946 |        2.172
       0.216 |        0.459 |        0.675
       0.268 |        0.707 |        0.974
       0.270 |        0.771 |        1.041
       0.187 |        0.824 |        1.011
       0.222 |        0.834 |        1.056
       0.313 |        1.681 |        1.994
       0.236 |        0.580 |        0.816
